salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
43908,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO6670111729,10-4020-000432,29731,275.0,2,802,802,5,161.0,108440Vi848,,2561.5408,246.3213,76.9754,2884.8375,,5da55856-ef8c-4a3c-910f-1fd7fd8a6945,2022-07-07
43909,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO7221199520,10-4020-000326,29787,283.0,1,869,869,5,11815.0,98465Vi61077,,25493.3215,2461.1244,769.1014,28723.5473,,6ed53dd5-87bb-49fd-9431-6f0df9d9c72d,2022-07-07
43910,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO7598186753,10-4020-000045,29963,279.0,5,913,913,5,8103.0,68484Vi41999,,19411.9336,1867.3968,583.5615,21862.8919,,a62af14d-62e0-482c-a10f-ded5ef75712f,2022-07-07
43911,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO7627190040,10-4020-000433,29617,280.0,1,880,880,5,10270.0,108496Vi53004,,19734.8665,1896.6545,592.7045,22224.2255,,ea7ba0ce-fc7c-4cfc-b88b-3779be2a47e4,2022-07-07
43912,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO7656175368,10-4020-000403,29853,276.0,4,1056,1056,5,12177.0,108504Vi62954,,13078.2699,1258.9537,393.423,14730.6466,,4d0b2265-2cdd-4f0f-b18c-48a57d2247aa,2022-07-07
43913,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO7830112696,10-4020-000040,29774,277.0,4,564,564,5,15798.0,28527Vi81672,,36724.0974,3522.2975,1100.718,41347.1129,,d8d3156a-d20b-48d2-8709-b49518746a2d,2022-07-07
43914,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO7917120732,10-4020-000401,29521,281.0,1,1054,1054,5,1660.0,78545Vi8518,,8152.776,782.4537,244.5168,9179.7465,,a7c49f62-7981-4c0d-8fe2-3b914e587db6,2022-07-07
43915,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO8932129717,10-4020-000287,29688,275.0,3,785,785,5,11781.0,78621Vi60933,,4049.988,388.7988,121.4996,4560.2864,,d8bb436e-7a85-47e4-a485-2af6bfc8f96f,2022-07-07
43916,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO8874186100,10-4020-000348,29511,276.0,3,1046,1046,5,6264.0,18665Vi32553,,39450.7884,3788.8057,1184.0018,44423.5959,,f1863a34-d9ac-41dd-8441-422409c2ccb8,2022-07-07
43917,10,2022-06-30,2022-07-12,2022-07-07,5,false,PO8816199739,10-4020-000218,29885,283.0,1,857,857,5,2470.0,108692Vi12864,,21356.1593,2050.8186,640.8808,24047.8587,,27c6df7d-cb73-40bd-b492-df2be6ef335e,2022-07-07
44074,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO20213115982,10-4020-000216,29592,275.0,2,778,778,5,17368.0,125058Vi90218,,844.1043,80.9856,25.308,950.3979,,40385bb1-835d-4a14-99e3-3848243e3c75,2022-08-07
44075,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO20155139653,10-4020-000092,29632,283.0,1,843,843,5,13278.0,115078Vi68861,,26447.022,2538.7545,793.3608,29779.1373,,a4aae306-b55e-460f-ad34-d8e40751a63b,2022-08-07
44076,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO19720140502,10-4020-000562,30003,277.0,3,620,620,5,15448.0,75088Vi79780,,4079.988,391.6788,122.3996,4594.0664,,dadcef5c-cdae-4adc-95ee-4233e481ee55,2022-08-07
44077,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO19401178507,10-4020-000173,29714,282.0,6,473,473,5,6065.0,45149Vi31551,810.0,6105.3293,584.8735,182.773,6872.9758,,856d52e5-5a18-404e-8ffd-376a291fa8ff,2022-08-07
44078,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO19169159771,10-4020-000272,29622,283.0,1,863,863,5,7829.0,95168Vi40533,,28045.3358,2702.18,844.4313,31591.9471,,11dee44f-1c58-4654-a272-e7d9ff560e97,2022-08-07
44079,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO19488118734,10-4020-000057,29967,277.0,3,565,565,5,19011.0,65211Vi98768,,25706.4831,2467.5891,771.1216,28945.1938,,16c329a8-25de-4628-8b64-97e3b37253ed,2022-08-07
44080,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO18937118744,10-4020-000439,29733,276.0,4,1062,1062,5,7604.0,55229Vi39391,,11.4,0.988,0.3088,12.6968,,c82d6411-4602-4e93-873a-f4a9bddc4e48,2022-08-07
44081,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO18299115585,10-4020-000118,29950,282.0,6,463,463,5,5110.0,105343Vi26747,810.0,37536.9632,3611.562,1128.6131,42277.1383,,717c9440-7bb9-4521-a7c2-54808db36dca,2022-08-07
44082,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO17690137364,10-4020-000047,29803,274.0,6,452,452,5,8552.0,125349Vi44231,810.0,2039.994,195.8394,61.1998,2297.0332,,c1e9d4f9-5179-46f4-8697-4ea6d1a0bda7,2022-08-07
44083,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO17719115878,10-4020-000631,29969,278.0,6,548,548,5,7454.0,55359Vi38653,810.0,1362.3067,130.1463,40.6707,1533.1237,,c602d43c-6dcf-4593-9ee9-d8872583a265,2022-08-07
44084,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO17835143404,10-4020-000551,29494,282.0,6,537,537,5,17600.0,15361Vi91370,810.0,8129.976,780.4777,243.8993,9154.353,,cb29cc5f-acba-4167-a790-c07c155a7c4b,2022-08-07
44085,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO17545192039,10-4020-000155,29639,282.0,6,470,470,5,4357.0,85389Vi22856,810.0,20644.2343,1981.2698,619.1468,23244.6509,,41ec06ab-d781-4409-9b89-d5deeffed59e,2022-08-07
44086,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO17574175064,10-4020-000678,29722,282.0,6,555,555,5,12698.0,65401Vi65677,810.0,73761.5266,7108.6377,2221.4493,83091.6136,,d98578b7-7d64-4d19-9234-8a962437a4e1,2022-08-07
44087,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO16095130285,10-4020-000096,29944,276.0,4,1004,1004,5,8033.0,15594Vi41642,,5007.72,482.6446,150.8264,5641.191,,45b9eec2-a283-4f90-b9d5-7ec8af009258,2022-08-07
44088,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO16269137565,10-4020-000624,29842,281.0,4,1094,1094,5,11056.0,105604Vi57044,,419.4589,40.2681,12.5838,472.3108,,00032df7-5d34-4ecc-9bc2-353d3c918e93,2022-08-07
44089,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO15950135717,10-4020-000114,29673,276.0,4,1007,1007,5,18407.0,95639Vi95621,,2097.2945,201.3403,62.9188,2361.5536,,aff9f5e9-6e3e-408b-995f-6f58fa9d48c9,2022-08-07
44090,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO15834170093,10-4020-000417,29659,277.0,4,605,605,5,17935.0,95655Vi93027,,6654.7023,634.7888,198.3715,7487.8626,,5877c816-0772-483c-91aa-663a5376764c,2022-08-07
44091,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO15863179138,10-4020-000545,29914,281.0,4,1079,1079,5,16253.0,45659Vi84045,,4492.7043,429.1119,134.0975,5055.9137,,5d7e6a02-2033-46f7-ab2a-0bf2a3c34587,2022-08-07
44092,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO15167143312,10-4020-000273,30090,277.0,4,589,589,5,7126.0,115751Vi36971,,4075.0341,393.8955,123.0923,4592.0219,,4b5df0c1-10ee-461d-87d9-4fffa758fd51,2022-08-07
44093,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO15138128112,10-4020-000093,29708,277.0,4,569,569,5,3047.0,15752Vi16032,,10680.7251,1021.8926,319.3414,12021.9591,,39ae17a5-21f7-467d-8998-b0bc31a85f22,2022-08-07
44094,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO14877175150,10-4020-000172,29711,282.0,6,472,472,5,17062.0,15779Vi88581,810.0,4079.988,391.6788,122.3996,4594.0664,,edd427f5-d38c-4b54-8425-8d2f11e8cd57,2022-08-07
44095,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO14964184959,10-4020-000581,29748,281.0,4,1085,1085,5,11555.0,55792Vi59695,,42341.075,4074.613,1273.3166,47689.0046,,f819b5af-f5dc-4277-a688-f2683044ca73,2022-08-07
44096,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO13920114195,10-4020-000180,29655,275.0,3,774,774,5,14064.0,65876Vi72956,,8129.976,780.4777,243.8993,9154.353,,3981faf3-6cdb-4828-b52c-9a4f7772dfc3,2022-08-07
44097,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO14268131774,10-4020-000418,29651,277.0,3,606,606,5,19154.0,45879Vi99543,,6035.8246,579.2061,181.0019,6796.0326,,9637cc06-35be-483d-85d8-b3231251d302,2022-08-07
44098,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO13746121367,10-4020-000567,29504,279.0,5,973,973,5,18100.0,25956Vi93868,,16369.1545,1571.28,491.025,18431.4595,,275fe618-5a8d-4fc4-b266-a8bb11c19e59,2022-08-07
44099,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO13717176693,10-4020-000473,29897,281.0,4,1066,28,5,11215.0,15961Vi57849,,12499.4471,1199.6777,374.8993,14074.0241,,0ac7a4c9-52f1-4616-aa86-24235607fa58,2022-08-07
44100,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO13543119495,10-4020-000293,29690,281.0,1,1036,1036,5,7392.0,106031Vi38330,,81164.2329,7884.6612,2463.9566,91512.8507,,18928518-3d6d-4345-9729-57f4e48221d9,2022-08-07
44101,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO11977181307,10-4020-000675,29721,279.0,5,984,984,5,19078.0,86199Vi99116,,9794.6422,941.2667,294.1458,11030.0547,,0e4d5317-0f49-4179-b53b-7239ddee3553,2022-08-07
44102,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO11426145969,10-4020-000386,29681,279.0,5,950,950,5,17658.0,96269Vi91631,,3513.9448,336.5312,105.166,3955.642,,bdd9894d-fe43-4ad7-bfb5-04c4362b9f4c,2022-08-07
44103,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO11107175113,10-4020-000156,29577,278.0,6,471,471,5,319.0,16306Vi1621,810.0,3814.3435,365.811,114.3159,4294.4704,,186ddd42-bca6-4a17-b57a-57fd6d5f11cb,2022-08-07
44104,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO10585171940,10-4020-000498,29755,278.0,6,528,528,5,6955.0,26435Vi36178,810.0,4079.988,391.6788,122.3996,4594.0664,,d4e91486-402f-4e78-8351-755d9525cc56,2022-08-07
44105,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO10382117173,10-4020-000453,29769,277.0,3,609,609,5,17132.0,76451Vi88949,,6101.382,585.6263,183.0082,6870.0165,,fe9be31e-7214-4041-bdfe-e95726418b57,2022-08-07
44106,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO319178820,10-4020-000116,30068,279.0,5,920,920,5,7079.0,66465Vi36728,,419.4589,40.2681,12.5838,472.3108,,b3612120-3a9a-4e81-96a3-b48a69ae92c8,2022-08-07
44107,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO261177749,10-4020-000647,30106,277.0,4,630,630,5,7160.0,96487Vi37174,,16185.4292,1555.4136,486.0668,18226.9096,,1c08ebd5-c69f-4863-ba74-874a738e9543,2022-08-07
44108,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO667110590,10-4020-000365,29686,281.0,4,1048,1048,5,7092.0,46582Vi36784,,2169.0469,208.2285,65.0714,2442.3468,,5d3ba847-f658-4b07-9488-9315b4f3cd0a,2022-08-07
44109,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO783112882,10-4020-000091,29921,280.0,1,842,842,5,5220.0,56591Vi27302,,13837.0855,1329.5349,415.4797,15582.1001,,8baa34b6-bee5-4177-9e7c-87f7eb02d250,2022-08-07
44110,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO1624152036,10-4020-000579,29486,277.0,3,621,621,5,15369.0,46636Vi79380,,16667.3077,1600.6864,500.2145,18768.2086,,c1de8c87-2b92-46fd-945e-f5549649d20d,2022-08-07
44111,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO1740120267,10-4020-000460,29740,282.0,6,520,520,5,18813.0,126720Vi97739,810.0,11641.3209,1117.861,349.3315,13108.5134,,27e56ce4-bbce-47c8-8fb2-eab2d36d88db,2022-08-07
44112,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO1885183650,10-4020-000588,29649,278.0,6,544,544,5,778.0,126735Vi3956,810.0,32444.904,3114.7108,973.3471,36532.9619,,187cf120-e9a2-4819-99ef-5f5bb2dae09b,2022-08-07
44113,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO2697181021,10-4020-000187,29938,276.0,4,1020,1020,5,12933.0,96824Vi66885,,40510.3042,3894.0507,1216.8909,45621.2458,,f2fcd5f7-f713-428d-9283-55ebede6d388,2022-08-07
44114,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO3190199320,10-4020-000575,29746,275.0,2,817,817,5,7146.0,106925Vi37077,,33478.9114,3221.1056,1006.5955,37706.6125,,f6f11872-ae4c-44de-851b-25fa3e1d407f,2022-08-07
44115,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO3248122509,10-4020-000366,29525,276.0,4,1049,1049,5,14486.0,48008Vi75127,,66848.3878,6434.5384,2010.7932,75293.7194,,c00cce35-6d42-4568-bd58-3d96a6251325,2022-08-07
44116,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO4089171650,10-4020-000368,29685,279.0,5,948,948,5,17669.0,88051Vi91685,,20351.34,1953.6222,610.507,22915.4692,,c4f63b68-acb7-4301-bfb5-31fc48db3f37,2022-08-07
44117,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO4408172413,10-4020-000143,29581,275.0,2,769,769,5,4524.0,28055Vi23704,,12907.7717,1241.5408,387.9815,14537.294,,614a3e63-a1ea-45fd-83b2-4498814762df,2022-08-07
44118,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO4147180314,10-4020-000222,29883,276.0,3,1025,11381,5,18707.0,78063Vi97267,,3427.4236,329.0327,102.8227,3859.279,,0ae1ffea-1297-43be-9669-b5293e08ef8a,2022-08-07
44119,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO4640166555,10-4020-000648,29834,281.0,4,1097,1097,5,18418.0,118109Vi95680,,49096.1075,4709.9034,1471.8448,55277.8557,,41e0853b-3ed4-4ee6-80bc-8e54045d77bf,2022-08-07
44120,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO5597155510,10-4020-000075,29702,277.0,4,567,567,5,18496.0,48187Vi96071,,26967.1293,2597.0004,811.5626,30375.6923,,de887505-3237-4891-a88e-7e031465d8da,2022-08-07
44121,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO5220129819,10-4020-000169,29710,276.0,1,1017,1017,5,12214.0,128195Vi63164,,64713.9547,6232.6603,1947.7063,72894.3213,,088981d6-5db1-4046-ad83-1a78e79e15aa,2022-08-07
44122,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO5307162091,10-4020-000369,29518,279.0,5,949,949,5,4215.0,98242Vi22195,,4064.988,390.2388,121.9496,4577.1764,,05c57735-e9e0-4431-bc48-542d8da875ca,2022-08-07
44123,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO6322187277,10-4020-000503,29498,275.0,2,809,809,5,13601.0,28361Vi70508,,874.794,83.9802,26.2438,985.018,,e601e3b3-5157-48d4-9995-14d48f5e7f84,2022-08-07
44124,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO6786110112,10-4020-000003,29637,277.0,4,559,559,5,5164.0,38409Vi26986,,15439.0357,1484.4652,463.8954,17387.3963,,0f0eb783-fa76-466d-9a0a-2f88c1c7ede8,2022-08-07
44125,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO6873116192,10-4020-000238,29872,277.0,3,586,586,5,8882.0,128417Vi45799,,2604.0653,249.845,78.0766,2931.9869,,873ec30a-6402-491d-b7aa-45f07bc0a44e,2022-08-07
44126,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO7192167220,10-4020-000020,29810,283.0,1,835,835,5,7845.0,58441Vi40596,,14263.458,1369.026,427.8206,16060.3046,,fbbf0577-18f8-47fe-8467-d4530227cc87,2022-08-07
44127,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO7569162058,10-4020-000608,29562,281.0,4,1091,1091,5,7293.0,98464Vi37844,,91014.7853,8770.4397,2740.7624,102525.9874,,21c6da5e-7882-4bea-909c-a749d4764f56,2022-08-07
44128,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO9541192839,10-4020-000279,30088,279.0,5,939,939,5,17915.0,38682Vi92926,,18542.1726,1777.1149,555.3484,20874.6359,,3d44711c-3da7-48f1-8404-6a1da92d5e69,2022-08-07
44129,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO9483186106,10-4020-000054,29966,275.0,2,760,760,5,3788.0,48719Vi19942,,55699.8037,5352.7901,1672.7469,62725.3407,,9122115b-47d1-48d3-a072-2e7b39a8d6b3,2022-08-07
44130,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO9106111486,10-4020-000602,29642,279.0,5,976,976,5,7600.0,128723Vi39373,,35410.9983,3406.4582,1064.5182,39881.9747,,e78d4ab2-13e5-4bda-ae98-edcb2eaced25,2022-08-07
44131,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO9019194963,10-4020-000576,29487,275.0,2,818,818,5,8010.0,68736Vi41477,,20514.2859,1966.5222,614.5382,23095.3463,,7a9e9d06-3335-457c-bb91-b81ca2bb188e,2022-08-07
44132,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO9570191688,10-4020-000585,29484,279.0,5,975,975,5,,,,4049.988,388.7988,121.4996,4560.2864,,bcb75739-c532-4106-93e0-8850819d877b,2022-08-07
44133,10,2022-07-31,2022-08-12,2022-08-07,5,false,PO9599144193,10-4020-000170,29715,279.0,5,926,926,5,18875.0,88756Vi98048,,25686.5186,2468.9735,771.5542,28927.0463,,586e170d-3433-4077-832d-26cc8ca15997,2022-08-07
44280,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO20068171578,10-4020-000215,29886,275.0,2,777,777,5,9540.0,65093Vi49160,,57.6808,4.999,1.5622,64.242,,840c02b7-5127-4b16-9079-fa284d94370d,2022-09-06
44281,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO18009181739,10-4020-000510,29565,276.0,4,1073,1073,5,4322.0,45276Vi22691,,419.4589,40.2681,12.5838,472.3108,,112af894-3813-4f1f-8829-54dfd3b2f140,2022-09-06
44282,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO18473177808,10-4020-000442,29734,282.0,6,517,517,5,1346.0,85279Vi6854,1200.0,40341.1056,3880.2722,1212.5851,45433.9629,,181d7624-f907-41b6-90b8-b95899ca2b27,2022-09-06
44283,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO18444150042,10-4020-000227,29994,282.0,6,482,482,5,10456.0,125328Vi53935,1200.0,43749.2686,4227.3062,1321.0332,49297.608,,ad1b5366-909b-458e-bd0c-6843380e1271,2022-09-06
44284,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO16588183754,10-4020-000146,29580,283.0,1,849,849,5,15232.0,35513Vi78804,,87867.8426,8429.9843,2634.3701,98932.197,,15ec695b-42f9-4f3a-99e6-9f5d496186aa,2022-09-06
44285,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO16617120120,10-4020-000397,29898,280.0,1,876,876,5,806.0,95575Vi4081,,57739.7358,5560.3534,1737.6104,65037.6996,,92044f62-4177-4eb6-860b-0de3aab62114,2022-09-06
44286,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO16008112311,10-4020-000511,30052,276.0,4,1074,1074,5,13349.0,105621Vi69217,,5538.5094,531.6969,166.1553,6236.3616,,fa0d537a-0fd8-4af2-8e50-873206467fa9,2022-09-06
44287,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO15428122091,10-4020-000646,29974,277.0,3,629,629,5,10370.0,55700Vi53503,,16292.052,1563.8774,488.7117,18344.6411,,897e2850-6b50-49da-b3e3-4e666595ca58,2022-09-06
44288,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO14732190246,10-4020-000514,29614,282.0,6,529,529,5,1566.0,85822Vi8045,1200.0,43803.1432,4223.3908,1319.8096,49346.3436,,ca5c4f3b-cbf7-43d7-8de7-d65a4c646b35,2022-09-06
44289,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO14384127524,10-4020-000504,29566,275.0,3,810,810,5,18017.0,105826Vi93490,,4082.088,391.7208,122.4128,4596.2216,,0f851df7-b212-4a1b-8250-5a31d6c0faa3,2022-09-06
44290,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO14413160229,10-4020-000383,29682,281.0,4,1051,1051,5,18502.0,15896Vi96122,,3846.8825,369.3007,115.4065,4331.5897,,6c296da5-c858-4b90-a2e5-3d48fc9e5af0,2022-09-06
44291,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO14123171235,10-4020-000578,29747,283.0,1,895,895,5,15538.0,25910Vi80261,,4509.8996,444.9768,139.0552,5093.9316,,4d10c089-92c4-4618-9a23-e7ca2deb1974,2022-09-06
44292,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO13949179405,10-4020-000643,29973,275.0,3,825,825,5,15875.0,25932Vi82016,,3432.6101,329.4822,102.9632,3865.0555,,da894173-0f9a-4720-9f61-90ef312f7569,2022-09-06
44293,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO13775127212,10-4020-000618,29844,275.0,2,821,821,5,1417.0,35958Vi7271,,23983.6988,2302.037,719.3866,27005.1224,,9a7a0d97-1b28-4989-8864-024fd62a7424,2022-09-06
44294,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO13862172262,10-4020-000119,30067,282.0,6,464,464,5,3980.0,95972Vi20982,1200.0,62068.8727,5966.681,1864.5878,69900.1415,,e190be0d-7d4f-497b-affc-67dd1e5b4d47,2022-09-06
44295,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO12760122918,10-4020-000083,29596,282.0,6,458,458,5,19204.0,26097Vi99806,1200.0,9475.5306,909.0158,284.0674,10668.6138,,06e0047a-a8d6-4de5-8bcd-52570c144647,2022-09-06
44296,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO12412194442,10-4020-000670,29827,277.0,3,631,631,5,11886.0,126162Vi61402,,32383.1098,3108.9064,971.5333,36463.5495,,845a543a-9c80-4684-bfbe-a3477817ea73,2022-09-06
44297,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO11861112978,10-4020-000017,29811,275.0,5,755,755,5,18153.0,36197Vi94127,,10231.4699,981.6471,306.7647,11519.8817,,a40cb354-e07c-4e18-b577-05908458adc3,2022-09-06
44298,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO11049118093,10-4020-000679,29824,278.0,6,556,556,5,14030.0,16343Vi72763,1200.0,27666.4493,2656.7147,830.2234,31153.3874,,8f8e4872-4e06-4495-aaa1-481e67fee297,2022-09-06
44299,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO10817117580,10-4020-000203,29889,281.0,4,1021,1021,5,5093.0,66376Vi26658,,31624.7504,3035.8574,948.7054,35609.3132,,4789b87a-8860-4e3b-9ad1-1cbecd3223b8,2022-09-06
44300,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO10527120063,10-4020-000480,29761,278.0,6,525,525,5,5439.0,126385Vi28482,1200.0,7802.8815,748.393,233.8728,8785.1473,,dfd4eab5-b804-4703-aca8-734872c0f03e,2022-09-06
44301,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO10730158868,10-4020-000491,29489,281.0,4,1069,1069,5,6653.0,126397Vi34642,,29479.3877,2832.6003,885.1876,33197.1756,,23e97feb-f9eb-4ca8-80ad-5f87e4b77b05,2022-09-06
44302,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO9947118701,10-4020-000603,29849,279.0,5,977,977,5,1402.0,96455Vi7192,,2146.962,206.1084,64.4089,2417.4793,,f28c39a5-3c82-4670-a120-a8523ba25af6,2022-09-06
44303,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO10092142501,10-4020-000252,30096,275.0,2,782,782,5,10.0,56486Vi35,,5.7,0.494,0.1544,6.3484,,66c8d5b1-012d-43a8-9070-f6c8132699c5,2022-09-06
44304,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO10179168311,10-4020-000027,29958,279.0,5,911,911,5,10163.0,126497Vi52413,,37499.5521,3607.8761,1127.4613,42234.8895,,3c55e113-0f85-4147-8df9-e1faaef6381f,2022-09-06
44305,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO522153226,10-4020-000676,29825,279.0,5,985,985,5,16281.0,106526Vi84182,,18880.6522,1814.8608,567.144,21262.657,,ae51074c-108b-4274-bb03-87d670ddb292,2022-09-06
44306,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO1189114917,10-4020-000423,29661,279.0,5,955,955,5,5301.0,16603Vi27707,,18648.607,1788.0473,558.7648,20995.4191,,3025eb4e-faa2-4a7f-8e4a-7ca84be0c40a,2022-09-06
44307,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO1566191208,10-4020-000486,29759,275.0,2,808,808,5,76.0,96698Vi373,,7758.1202,743.5092,232.3466,8733.976,,85067844-6aa1-490c-b39c-9b416655611f,2022-09-06
44308,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO2552158889,10-4020-000506,29497,283.0,1,889,889,5,13045.0,76840Vi67506,,12372.7773,1185.3141,370.4107,13928.5021,,665bba45-b16f-4a33-95f1-26f3a75651c6,2022-09-06
44309,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO3393112350,10-4020-000549,29912,279.0,5,971,971,5,267.0,37974Vi1394,,27612.424,2650.9602,828.4251,31091.8093,,fc7ce8f4-3428-4043-b667-575d7a613d45,2022-09-06
44310,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO4176199014,10-4020-000458,30084,279.0,5,958,958,5,2519.0,108088Vi13146,,183.9382,18.1486,5.6714,207.7582,,db91fe34-c7a4-4aeb-922f-855de9db96d9,2022-09-06
44311,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO4959115826,10-4020-000269,29610,275.0,2,783,783,5,3235.0,128173Vi17021,,7349.9601,708.0939,221.2794,8279.3334,,bba6181d-a9b2-4e3c-a783-a6afd58d056b,2022-09-06
44312,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO5075136657,10-4020-000344,29606,283.0,1,871,871,5,14612.0,48230Vi75759,,2097.2945,201.3403,62.9188,2361.5536,,8d396465-7b7b-4984-8f42-cb49072df65a,2022-09-06
44313,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO5365138960,10-4020-000161,29718,275.0,2,771,771,5,12399.0,88250Vi64099,,26037.0214,2503.8964,782.4676,29323.3854,,7919c544-a0bb-4409-8879-f1952dbb5191,2022-09-06
44314,10,2022-08-30,2022-09-11,2022-09-06,5,false,PO5626111923,10-4020-000166,29646,277.0,4,578,578,5,13054.0,98264Vi67566,,42088.8187,4054.7426,1267.1071,47410.6684,,a269670c-41ef-45bd-82bf-a9365f008852,2022-09-06
