businessentityid,creditcardid,modifieddate
2763,4742,2025-01-31
2764,4574,2024-10-26
2765,16921,2025-03-22
2766,15803,2024-08-06
2767,16953,2025-05-12
2768,1130,2024-09-11
2769,12918,2024-12-28
2770,15899,2023-12-22
2771,339,2025-03-30
2772,11069,2023-07-02
2773,11661,2025-04-02
2774,6756,2023-04-22
2775,15380,2025-01-05
2776,8679,2023-05-24
2777,8969,2025-05-27
2778,2811,2022-10-06
2779,14358,2024-09-12
2780,6771,2023-12-09
2781,12025,2025-05-29
2782,13360,2024-10-12
2783,11098,2025-03-24
2784,7138,2022-06-26
2785,8162,2024-10-05
2786,15064,2024-09-09
2787,17133,2025-04-03
2788,17388,2025-04-27
2789,5700,2022-06-03
2790,9707,2024-07-05
2791,13687,2025-05-20
2792,13612,2024-09-16
2793,18829,2023-08-29
2794,3018,2025-03-18
2795,9941,2025-02-06
2796,6060,2023-12-09
2797,3672,2024-12-03
2798,3304,2023-12-25
2799,3244,2022-10-18
2800,4284,2024-08-02
2801,4270,2022-11-26
2802,14265,2023-11-20
2803,1851,2025-01-25
2804,3437,2023-11-01
2805,13921,2024-09-18
2806,13889,2024-07-01
2807,203,2025-02-28
2808,13870,2025-02-28
2809,9633,2025-03-03
2810,5889,2025-05-14
2811,16494,2025-01-28
2812,18029,2023-01-02
2813,14556,2024-10-25
2814,14968,2023-08-30
2815,2608,2024-07-09
2816,18857,2024-07-22
2817,8018,2025-01-16
2818,13907,2023-11-28
2819,16298,2025-03-07
2820,18199,2023-07-06
2821,10994,2025-04-25
2822,13980,2025-01-03
2823,12555,2025-06-28
2824,17873,2023-04-13
2825,9551,2025-06-14
2826,1496,2024-09-18
2827,6728,2025-06-24
2828,4576,2025-05-21
2829,1771,2023-01-21
2830,8869,2024-08-21
2831,2773,2025-03-12
2832,1226,2025-04-14
2833,16591,2024-04-08
2834,10852,2025-06-04
2835,16570,2022-06-03
2836,12339,2023-06-08
2837,17467,2024-10-12
2838,8928,2023-11-22
2839,12252,2024-07-22
2840,14408,2022-06-21
2841,10908,2025-01-26
2842,10366,2024-11-13
2843,8387,2024-09-07
2844,831,2023-03-06
2845,5560,2024-02-29
2846,7368,2025-03-20
2847,1770,2024-12-13
2848,7274,2025-01-19
2849,18647,2024-10-03
2850,6775,2025-01-12
2851,12944,2024-05-19
2852,5469,2025-04-23
2853,1710,2023-11-08
2854,15190,2024-04-09
2855,4771,2025-01-28
2856,18379,2024-09-15
2857,8888,2022-06-24
2858,13807,2024-07-26
2859,7804,2024-09-25
2860,12069,2023-09-02
2861,11238,2024-10-03
2862,18964,2024-12-18
2863,5173,2025-03-14
2864,12091,2025-05-23
2865,8012,2024-11-10
2866,8306,2024-01-04
2867,14507,2025-06-09
2868,15691,2024-08-22
2869,1616,2023-12-20
2870,7694,2024-10-28
2871,15918,2024-07-03
2872,7039,2024-12-06
2873,3706,2024-07-23
2874,5578,2024-08-05
2875,3219,2024-12-05
2876,2033,2024-12-21
2877,12921,2024-10-27
2878,18722,2025-04-21
2879,7379,2024-12-27
2880,9111,2025-01-05
2881,13711,2023-01-08
2882,1441,2025-04-10
2883,4606,2024-08-24
2884,18468,2025-01-18
2885,9583,2024-07-10
2886,6972,2025-02-27
2887,17995,2025-04-14
2888,16483,2024-11-28
2889,1707,2022-12-13
2890,6736,2025-05-23
2891,16955,2025-01-30
2892,19105,2024-10-21
2893,15012,2023-09-10
2894,2764,2024-10-07
2895,16881,2025-01-26
2896,2083,2025-05-07
2897,8871,2025-01-05
2898,18388,2024-12-05
2899,16624,2022-10-31
2900,15628,2023-04-09
2901,15371,2025-05-11
2902,508,2024-03-10
2903,15162,2023-04-06
2904,17168,2025-01-02
2905,14309,2024-08-09
2906,5425,2024-10-25
2907,7687,2024-07-15
2908,1299,2024-08-02
2909,13800,2025-03-01
2910,11342,2023-04-09
2911,9825,2022-12-11
2912,13767,2024-12-16
2913,18535,2023-07-22
2914,14452,2024-08-27
2915,16765,2025-04-30
2916,6749,2024-11-23
2917,18377,2022-11-12
2918,16889,2023-05-09
2919,3633,2024-12-13
2920,18993,2025-02-22
2921,13913,2025-01-17
2922,1596,2025-03-08
2923,7462,2024-08-11
2924,17204,2025-03-28
2925,1975,2025-06-12
2926,10805,2024-09-19
2927,5924,2024-09-24
2928,4969,2025-01-10
2929,2491,2024-01-21
2930,9911,2024-12-24
2931,1227,2024-11-19
2932,16014,2024-07-12
2933,3076,2024-12-22
2934,6483,2023-05-11
2935,11730,2025-05-07
2936,4858,2025-05-10
2937,6663,2025-04-04
2938,13451,2024-11-11
2939,15605,2025-01-24
2940,7997,2023-01-05
2941,672,2025-05-06
2942,2810,2025-01-02
2943,17571,2024-11-25
2944,2891,2024-11-27
2945,13443,2023-12-14
2946,2310,2025-01-10
2947,2996,2024-10-08
2948,1363,2025-03-15
2949,5315,2024-07-16
2950,4972,2024-09-07
2951,2788,2023-09-28
2952,16758,2025-06-06
2953,15197,2025-01-31
2954,11905,2024-09-17
2955,7060,2025-03-31
2956,13444,2025-05-25
2957,17414,2024-10-23
2958,7478,2025-04-23
2959,2422,2025-03-18
2960,9502,2025-05-19
2961,12824,2024-12-17
2962,17673,2025-03-01
2963,9240,2024-01-02
2964,17390,2025-01-06
2965,3326,2023-06-03
2966,3511,2024-11-22
2967,3308,2024-11-15
2968,17268,2025-02-12
2969,15179,2024-10-10
2970,14419,2022-08-17
2971,7743,2024-09-21
2972,14953,2023-06-20
2973,16884,2023-11-30
2974,16807,2024-05-12
2975,7652,2024-02-10
2976,2706,2025-05-01
2977,2564,2024-11-16
2978,6314,2024-10-26
2979,15434,2024-09-11
2980,10962,2025-04-20
2981,12355,2024-05-15
2982,18014,2024-11-25
2983,12565,2024-08-09
2984,17109,2024-11-09
2985,17302,2025-05-27
2986,18746,2024-05-10
2987,14866,2024-09-28
2988,13342,2024-07-05
2989,2081,2024-11-07
2990,12065,2024-08-20
2991,7187,2024-12-18
2992,143,2023-11-03
2993,2304,2023-05-25
2994,19146,2024-09-06
2995,18035,2023-12-06
2996,1199,2024-08-02
2997,17285,2024-09-13
2998,9991,2024-08-31
2999,5621,2024-11-23
3000,275,2025-03-12
3001,7586,2025-01-19
3002,17203,2024-07-29
3003,6984,2025-03-19
3004,11772,2024-11-18
3005,6113,2024-12-29
3006,9475,2024-04-28
3007,503,2024-11-08
3008,7036,2024-05-27
3009,7800,2023-09-08
3010,2852,2023-10-11
3011,16854,2023-08-19
3012,8296,2025-05-16
3013,931,2025-02-19
3014,151,2023-04-21
3015,10938,2023-05-22
3016,13077,2024-07-19
3017,3131,2024-10-16
3018,11816,2024-12-28
3019,18670,2023-06-23
3020,9094,2024-12-27
3021,15826,2024-06-02
3022,17531,2025-05-19
3023,17745,2024-11-19
3024,3834,2024-10-24
3025,5365,2022-07-08
3026,7748,2025-05-07
3027,11627,2024-01-28
3028,18779,2024-09-09
3029,8701,2024-11-24
3030,11284,2025-05-19
3031,17807,2025-04-29
3032,1953,2024-07-15
3033,4711,2025-04-05
3034,13531,2025-06-23
3035,6707,2024-04-13
3036,8445,2023-06-14
3037,10714,2025-02-18
3038,6643,2024-09-17
3039,320,2024-07-15
3040,23,2023-04-15
3041,3503,2024-07-17
3042,16979,2024-11-15
3043,18699,2024-07-28
3044,16225,2023-05-04
3045,3123,2025-05-13
3046,18131,2025-02-13
3047,4610,2024-08-01
3048,1881,2025-02-24
3049,11133,2025-05-24
3050,12651,2025-03-30
3051,153,2024-08-17
3052,16712,2024-06-20
3053,19193,2024-08-17
3054,11301,2024-11-30
3055,19224,2025-01-28
3056,8002,2024-05-06
3057,5280,2022-11-29
3058,13696,2025-03-06
3059,3053,2024-09-25
3060,11030,2024-09-19
3061,14992,2023-10-14
3062,12519,2024-01-02
3063,9898,2025-05-18
3064,2906,2024-08-12
3065,13308,2025-04-23
3066,7595,2025-02-10
3067,6697,2024-11-11
3068,7784,2025-02-18
3069,18995,2025-05-29
3070,2256,2024-07-16
3071,16701,2024-10-22
3072,3265,2025-05-23
3073,16449,2024-04-10
3074,7325,2024-08-27
3075,11051,2024-08-24
3076,10349,2023-05-14
3077,7897,2025-04-05
3078,18434,2024-02-01
3079,8873,2023-12-24
3080,2863,2023-09-18
3081,9964,2023-06-03
3082,19130,2025-02-09
3083,2026,2024-09-10
3084,17126,2024-11-02
3085,19025,2023-05-29
3086,950,2024-03-24
3087,8298,2025-01-27
3088,14392,2025-02-05
3089,17160,2025-01-31
3090,16064,2022-08-13
3091,11507,2025-03-29
3092,7091,2024-10-25
3093,17201,2024-03-16
3094,16972,2025-03-14
3095,16844,2024-09-15
3096,4911,2025-01-12
3097,18771,2024-10-14
3098,2411,2024-07-21
3099,487,2025-04-11
3100,7190,2023-07-14
3101,1821,2024-11-27
3102,79,2023-06-17
3103,8050,2023-10-06
3104,14634,2024-11-17
3105,15765,2025-03-17
3106,13331,2025-05-06
3107,14998,2024-08-12
3108,1270,2025-05-04
3109,810,2024-10-22
3110,10162,2024-11-09
3111,4414,2023-06-21
3112,16736,2024-06-19
3113,13922,2025-03-21
3114,1917,2023-10-31
3115,12688,2023-07-03
3116,3663,2024-09-27
3117,15849,2023-04-01
3118,13251,2024-07-19
3119,697,2025-02-03
3120,6688,2024-06-19
3121,18698,2023-07-18
3122,12786,2024-08-28
3123,16918,2023-09-18
3124,344,2024-10-09
3125,10664,2024-12-26
3126,4116,2024-03-03
3127,4310,2023-11-02
3128,8805,2024-11-13
3129,12533,2025-05-06
3130,15477,2024-02-26
3131,3816,2022-11-13
3132,16833,2025-03-01
3133,1530,2025-03-24
3134,1280,2024-06-24
3135,6208,2024-07-13
3136,13013,2024-09-06
3137,16826,2023-01-23
3138,11129,2025-05-26
3139,18886,2025-02-13
3140,10197,2025-05-28
3141,10309,2024-07-12
3142,13624,2025-03-29
3143,5481,2025-02-19
3144,3226,2025-02-14
3145,764,2022-12-23
3146,4917,2023-05-18
3147,10420,2023-07-19
3148,13575,2024-02-01
3149,9244,2024-12-29
3150,8683,2024-08-30
3151,9147,2025-04-26
3152,1145,2023-12-15
3153,15716,2024-07-22
3154,16174,2024-12-28
3155,3802,2022-11-28
3156,14728,2024-07-03
3157,16375,2025-05-05
3158,16603,2024-12-24
3159,13635,2025-02-28
3160,8943,2025-03-08
3161,8073,2024-03-25
3162,2748,2024-11-30
3163,10476,2023-05-27
3164,10682,2025-01-25
3165,5140,2024-10-19
3166,15552,2025-06-16
3167,11014,2025-01-16
3168,4406,2024-07-09
3169,14381,2025-04-06
3170,4686,2025-04-14
3171,18501,2022-11-24
3172,17018,2024-07-10
3173,3823,2024-09-29
3174,11587,2025-01-27
3175,3925,2024-09-17
3176,1248,2024-10-09
3177,5731,2025-04-20
3178,4741,2022-08-05
3179,2860,2024-05-17
3180,9997,2025-03-12
3181,9123,2024-11-02
3182,2371,2023-10-26
3183,6586,2024-02-16
3184,6997,2023-04-25
3185,11826,2024-11-09
3186,5890,2025-01-25
3187,15835,2023-06-01
3188,10918,2025-04-09
3189,5942,2022-10-23
3190,14520,2025-02-21
3191,9022,2024-12-25
3192,11120,2025-01-08
3193,6950,2024-10-27
3194,10729,2024-01-27
3195,10839,2024-11-26
3196,5492,2024-09-16
3197,9387,2024-06-30
3198,3023,2024-07-31
3199,3397,2025-03-22
3200,11696,2024-07-18
3201,3990,2024-10-27
3202,7244,2024-09-12
3203,5059,2025-01-23
3204,7506,2024-09-03
3205,12827,2024-09-07
3206,18635,2024-05-12
3207,7611,2025-01-31
3208,15331,2024-06-30
3209,3201,2025-04-07
3210,4180,2025-02-19
3211,6979,2025-03-10
3212,16046,2023-10-13
3213,4755,2024-09-12
3214,16113,2024-11-21
3215,11941,2024-09-25
3216,11705,2024-11-12
3217,1203,2025-02-05
3218,618,2023-07-06
3219,8297,2024-08-30
3220,593,2024-06-29
3221,9595,2025-04-03
3222,11393,2024-07-23
3223,16346,2023-01-05
3224,18777,2024-08-31
3225,3425,2024-08-03
3226,15869,2024-12-12
3227,1721,2023-10-20
3228,8393,2025-05-14
3229,10741,2023-06-15
3230,7524,2024-08-02
3231,1626,2025-01-27
3232,9846,2025-02-23
3233,1637,2025-03-17
3234,8417,2024-09-17
3235,11036,2024-08-29
3236,15253,2025-03-09
3237,16924,2022-11-15
3238,971,2022-11-09
3239,9351,2025-01-13
3240,5336,2025-05-12
3241,14805,2024-06-18
3242,3605,2023-10-06
3243,18172,2025-05-30
3244,408,2024-02-08
3245,5387,2024-03-25
3246,11541,2024-09-21
3247,12143,2025-02-09
3248,14286,2024-07-29
3249,310,2022-08-07
3250,12747,2022-09-21
3251,4018,2024-12-07
3252,14877,2025-04-28
3253,1904,2025-05-11
3254,1647,2024-08-16
3255,6469,2024-01-15
3256,2331,2024-03-18
3257,15939,2024-12-20
3258,10351,2023-07-03
3259,6767,2024-08-03
3260,3599,2024-12-28
3261,13240,2024-08-23
3262,10393,2024-07-21
3263,2718,2024-12-26
3264,10180,2022-06-21
3265,12356,2025-05-13
3266,7393,2024-04-19
3267,14800,2022-08-08
3268,14196,2023-11-17
3269,15259,2024-04-11
3270,18274,2024-07-25
3271,18043,2024-12-04
3272,385,2022-08-31
3273,4678,2025-01-10
3274,9338,2024-09-17
3275,7699,2024-09-01
3276,4515,2024-11-13
3277,8504,2023-06-12
3278,3302,2024-08-04
3279,3107,2022-11-26
3280,12638,2025-01-31
3281,17767,2023-06-06
3282,18871,2024-10-28
3283,10511,2025-05-21
3284,6724,2024-12-17
3285,16996,2025-03-27
3286,15088,2023-06-10
3287,17107,2025-01-22
3288,4128,2022-08-20
3289,16096,2023-05-13
3290,18772,2024-07-18
3291,15663,2024-09-05
3292,2311,2024-03-24
3293,12255,2025-06-15
3294,16068,2023-10-02
3295,1933,2024-04-27
3296,10136,2025-04-24
3297,1193,2023-08-02
3298,18865,2025-06-26
3299,15387,2024-08-25
3300,1011,2025-03-08
3301,3030,2024-12-03
3302,12269,2024-05-14
3303,14085,2025-04-02
3304,8934,2022-11-19
3305,2586,2025-02-21
3306,13223,2025-01-19
3307,1935,2023-10-22
3308,10052,2024-10-28
3309,15964,2025-02-24
3310,156,2022-12-18
3311,2129,2022-11-23
3312,10019,2023-11-01
3313,13299,2024-07-24
3314,10002,2024-11-05
3315,4656,2023-07-18
3316,17445,2025-03-22
3317,14000,2023-04-03
3318,1257,2024-10-10
3319,10608,2025-01-08
3320,4957,2023-02-11
3321,1598,2025-01-17
3322,790,2025-02-16
3323,6134,2025-05-30
3324,12264,2024-11-24
3325,8621,2025-06-19
3326,8101,2023-09-05
3327,10176,2025-04-08
3328,1952,2024-10-31
3329,1422,2024-11-29
3330,1310,2024-05-09
3331,5427,2025-03-22
3332,17574,2025-02-25
3333,7397,2024-09-03
3334,8400,2023-04-01
3335,10092,2023-07-14
3336,19167,2024-09-03
3337,8000,2022-08-13
3338,7388,2022-06-17
3339,17298,2024-09-20
3340,1541,2025-05-05
3341,12490,2024-10-22
3342,17113,2022-09-08
3343,17128,2024-10-17
3344,2858,2022-07-21
3345,4980,2025-05-16
3346,2488,2022-09-18
3347,7312,2025-04-18
3348,3306,2024-08-10
3349,14553,2025-01-07
3350,5074,2023-08-11
3351,11323,2025-02-25
3352,15769,2023-06-15
3353,4605,2024-09-12
3354,16353,2025-01-04
3355,18240,2025-06-22
3356,18977,2023-09-28
3357,9299,2024-04-08
3358,8942,2024-12-24
3359,4266,2024-10-10
3360,5451,2024-11-04
3361,18651,2025-04-21
3362,14573,2022-10-03
3363,350,2024-07-16
3364,9563,2025-03-08
3365,17061,2024-01-08
3366,11951,2023-10-10
3367,17202,2025-05-04
3368,7152,2025-03-05
3369,14327,2025-05-01
3370,2661,2025-05-09
3371,12401,2025-01-08
3372,9591,2025-06-06
3373,18094,2024-05-28
3374,17938,2025-05-22
3375,15180,2024-08-11
3376,15404,2024-09-09
3377,3704,2024-12-03
3378,2050,2024-03-13
3379,3828,2023-11-15
3380,2194,2025-02-26
3381,16165,2022-08-14
3382,6484,2024-09-03
3383,8577,2025-01-22
3384,3336,2025-03-21
3385,7075,2025-06-25
3386,18372,2024-12-27
3387,9746,2025-01-10
3388,10680,2024-04-05
3389,14799,2023-05-29
3390,11876,2023-01-31
3391,1658,2024-11-15
3392,2636,2022-06-07
3393,14277,2025-01-24
3394,6601,2025-05-02
3395,12980,2022-06-10
3396,6961,2025-01-02
3397,5580,2023-02-12
3398,15991,2025-03-11
3399,2272,2024-03-15
3400,16672,2024-11-15
3401,1050,2023-05-22
3402,16852,2024-07-09
3403,8860,2024-11-28
3404,4598,2024-08-12
3405,7850,2024-09-14
3406,10221,2024-10-17
3407,14329,2025-02-05
3408,13284,2023-08-31
3409,11735,2023-04-11
3410,19200,2024-12-25
3411,18625,2024-04-27
3412,10468,2023-11-22
3413,3589,2024-07-05
3414,2682,2023-07-04
3415,10425,2025-02-04
3416,19162,2023-03-28
3417,2416,2024-09-24
3418,11572,2024-12-09
3419,8186,2022-07-24
3420,14389,2025-03-15
3421,13138,2023-11-07
3422,48,2025-05-20
3423,10190,2024-10-31
3424,8390,2023-02-20
3425,297,2024-07-10
3426,2157,2024-10-17
3427,14426,2023-08-01
3428,17266,2024-01-20
3429,8762,2024-10-10
3430,10559,2025-02-28
3431,13655,2024-11-28
3432,124,2024-09-18
3433,12560,2025-04-02
3434,12476,2025-05-15
3435,9056,2023-12-19
3436,68,2024-02-06
3437,9572,2025-02-28
3438,6112,2025-06-25
3439,12672,2024-12-08
3440,3448,2024-11-07
3441,1788,2024-05-25
3442,17624,2025-04-10
3443,14413,2023-09-02
3444,8157,2023-08-23
3445,13932,2023-03-14
3446,10870,2025-01-10
3447,11746,2024-10-16
3448,5321,2025-05-06
3449,5620,2025-03-17
3450,1501,2024-11-10
3451,14637,2024-12-08
3452,13744,2022-08-26
3453,148,2024-02-16
3454,6114,2024-07-02
3455,941,2024-03-16
3456,8916,2024-12-19
3457,2882,2023-01-07
3458,2229,2023-07-17
3459,2738,2025-05-17
3460,16379,2024-07-01
3461,11235,2025-05-20
3462,15794,2022-06-20
3463,9909,2024-07-22
3464,2363,2023-05-09
3465,3878,2025-01-19
3466,13937,2024-11-15
3467,835,2024-11-15
3468,7609,2024-10-18
3469,17492,2025-02-13
3470,9237,2025-03-11
3471,5663,2023-09-10
3472,1693,2024-05-21
3473,18232,2024-11-26
3474,18112,2024-10-16
3475,17759,2023-08-10
3476,3940,2024-05-07
3477,6462,2024-06-22
3478,6154,2024-10-29
3479,5299,2024-09-25
3480,7496,2023-03-30
3481,2144,2025-02-02
3482,361,2025-01-20
3483,1429,2022-10-13
3484,11503,2025-02-14
3485,11240,2024-04-19
3486,15372,2023-10-05
3487,15955,2024-05-22
3488,16395,2025-04-05
3489,6040,2024-08-14
3490,1200,2024-07-04
3491,16011,2023-12-21
3492,14885,2024-03-15
3493,9676,2024-09-22
3494,1865,2025-05-29
3495,14393,2025-03-13
3496,18937,2024-12-12
3497,5522,2024-10-13
3498,1475,2024-09-05
3499,1479,2024-09-18
3500,6052,2025-04-10
3501,17020,2024-12-20
3502,7551,2025-05-05
3503,3382,2024-04-09
3504,7730,2024-09-06
3505,3570,2024-07-26
3506,6848,2025-02-02
3507,15820,2024-10-04
3508,10383,2024-12-13
3509,8510,2023-03-11
3510,3623,2024-07-12
3511,5064,2024-05-01
3512,17006,2024-12-09
3513,14947,2025-03-05
3514,5165,2023-01-10
3515,17081,2024-08-12
3516,16513,2024-11-24
3517,17338,2023-02-03
3518,9763,2025-02-15
3519,3349,2023-10-31
3520,11692,2024-01-24
3521,15343,2025-03-15
3522,10278,2024-03-03
3523,9759,2025-03-09
3524,13375,2023-02-09
3525,15570,2025-03-04
3526,4965,2024-08-04
3527,12396,2024-07-31
3528,7497,2025-02-17
3529,221,2025-02-23
3530,7099,2023-03-16
3531,16666,2024-04-01
3532,15802,2024-07-07
3533,16792,2024-09-01
3534,6782,2025-02-18
3535,9367,2024-02-20
3536,9528,2022-06-13
3537,12350,2025-01-21
3538,19166,2023-11-25
3539,16866,2023-06-11
3540,207,2024-08-05
3541,8795,2023-11-20
3542,5007,2023-06-28
3543,6371,2024-11-21
3544,17869,2024-10-18
3545,5355,2024-06-16
3546,4737,2024-12-11
3547,12845,2024-12-16
3548,12103,2024-08-01
3549,6017,2025-01-15
3550,18401,2024-11-01
3551,2665,2024-11-27
3552,18876,2024-08-21
3553,2301,2022-08-26
3554,10375,2025-06-02
3555,17042,2024-10-15
3556,16954,2024-07-22
3557,15303,2025-03-30
3558,12606,2024-10-21
3559,18507,2025-04-10
3560,12011,2023-02-09
3561,10552,2024-12-21
3562,15265,2024-04-29
3563,10638,2024-09-22
3564,8256,2024-07-09
3565,8044,2023-08-17
3566,7065,2024-11-26
3567,5417,2025-03-21
3568,3601,2022-11-13
3569,9943,2022-09-10
3570,8972,2024-09-23
3571,18503,2024-11-24
3572,2875,2022-08-22
3573,904,2024-10-17
3574,11748,2025-03-24
3575,647,2025-05-22
3576,18773,2025-02-19
3577,18912,2023-12-04
3578,16768,2024-06-01
3579,8032,2025-01-24
3580,17294,2024-07-17
3581,13544,2024-09-22
3582,605,2024-02-06
3583,2951,2023-10-14
3584,3025,2023-05-17
3585,123,2024-09-01
3586,4798,2023-01-23
3587,5626,2024-09-22
3588,14540,2024-02-16
3589,11454,2024-05-29
3590,10979,2024-08-22
3591,669,2025-02-04
3592,12825,2025-05-17
3593,2680,2024-11-22
3594,18936,2024-12-13
3595,10485,2023-10-30
3596,10715,2024-01-14
3597,2413,2024-01-05
3598,5850,2024-12-13
3599,4765,2024-08-15
3600,14741,2025-05-06
3601,3502,2024-03-11
3602,6413,2025-04-11
3603,17039,2024-04-03
3604,3933,2025-03-02
3605,7526,2024-08-05
3606,10070,2024-09-16
3607,9434,2024-09-07
3608,17438,2024-12-26
3609,8799,2025-01-13
3610,15013,2024-09-20
3611,14521,2025-04-16
3612,9418,2025-04-12
3613,10627,2025-01-15
3614,15093,2025-05-07
3615,14672,2024-03-19
3616,5525,2025-05-29
3617,6729,2023-04-27
3618,17289,2023-06-12
3619,5371,2024-04-11
3620,2774,2024-04-24
3621,11848,2024-08-14
3622,649,2025-03-30
3623,6472,2025-04-03
3624,12210,2024-07-06
3625,12740,2025-02-07
3626,4469,2024-10-21
3627,14225,2024-11-10
3628,14569,2025-03-29
3629,1495,2023-06-03
3630,16421,2024-06-29
3631,8203,2023-09-18
3632,9157,2025-03-16
3633,2697,2024-12-17
3634,11793,2025-02-09
3635,10337,2025-01-18
3636,3476,2025-06-14
3637,16027,2025-03-08
3638,13622,2024-12-03
3639,12993,2025-04-20
3640,11887,2025-06-01
3641,13796,2025-05-21
3642,10095,2024-07-16
3643,15504,2023-10-25
3644,1698,2024-12-07
3645,10904,2022-06-25
3646,2568,2025-03-22
3647,2103,2023-03-22
3648,7817,2024-12-24
3649,16478,2024-02-15
3650,665,2024-01-19
3651,3523,2025-03-05
3652,13756,2025-05-26
3653,1937,2022-07-12
3654,14973,2023-10-26
3655,2100,2023-01-16
3656,18696,2024-03-30
3657,3692,2025-01-04
3658,5944,2024-12-29
3659,14820,2024-07-28
3660,8077,2024-05-04
3661,14318,2024-11-28
3662,9743,2023-09-11
3663,12656,2025-03-07
3664,10945,2024-10-23
3665,4066,2024-07-03
3666,1807,2025-03-24
3667,897,2025-02-21
3668,5812,2024-03-30
3669,18726,2025-02-17
3670,6051,2025-02-21
3671,13060,2025-04-06
3672,7421,2024-07-22
3673,3491,2024-11-26
3674,12530,2025-01-25
3675,12681,2023-02-04
3676,11165,2025-04-27
3677,14107,2024-11-19
3678,11784,2025-02-25
3679,16949,2022-06-05
3680,915,2024-12-14
3681,2518,2024-07-17
3682,3807,2022-12-07
3683,14137,2025-02-17
3684,11463,2023-11-10
3685,4902,2024-10-07
3686,14602,2024-07-10
3687,17632,2024-10-24
3688,8688,2024-07-17
3689,13874,2022-12-31
3690,14870,2023-04-18
3691,19187,2025-06-05
3692,9088,2025-05-23
3693,10025,2024-08-06
3694,8737,2025-02-06
3695,8495,2023-07-17
3696,3109,2022-09-07
3697,14477,2024-10-21
3698,17459,2023-04-02
3699,14620,2025-02-05
3700,6519,2024-12-16
3701,11148,2025-03-17
3702,5125,2024-07-04
3703,18797,2024-10-07
3704,1853,2025-06-26
3705,5899,2024-11-23
3706,5753,2025-04-28
3707,16861,2023-05-05
3708,5120,2024-12-11
3709,5547,2024-11-05
3710,13733,2024-02-24
3711,14245,2023-07-16
3712,11478,2024-02-16
3713,7149,2024-11-12
3714,9204,2024-07-31
3715,4022,2024-07-24
3716,1238,2024-11-14
3717,18342,2025-03-16
3718,12330,2025-04-19
3719,16630,2025-03-30
3720,4880,2024-10-21
3721,18192,2025-03-01
3722,3701,2024-07-07
3723,7240,2024-11-08
3724,3165,2023-03-13
3725,12004,2024-08-30
3726,17378,2024-08-14
3727,16514,2024-10-15
3728,13836,2025-01-19
3729,8447,2024-08-11
3730,3092,2023-04-07
3731,11261,2024-11-26
3732,4795,2025-06-04
3733,13178,2025-01-03
3734,11060,2024-05-17
3735,15005,2024-09-11
3736,18688,2025-06-14
3737,13067,2024-07-08
3738,14212,2025-03-08
3739,4968,2023-08-16
3740,7723,2025-01-27
3741,15912,2024-10-28
3742,7249,2024-12-28
3743,16112,2024-01-02
3744,17797,2025-05-21
3745,18368,2023-11-03
3746,5100,2025-02-26
3747,3056,2024-07-21
3748,17815,2024-10-10
3749,16795,2022-10-26
3750,1288,2022-10-03
3751,19122,2024-12-28
3752,2127,2025-04-15
3753,3887,2025-03-30
3754,15693,2023-01-21
3755,11226,2024-07-26
3756,12828,2025-03-12
3757,9201,2025-01-04
3758,15792,2024-05-17
3759,7238,2025-03-22
3760,8985,2023-12-15
3761,13585,2024-09-21
3762,4013,2025-04-18
3763,147,2024-10-02
3764,2753,2023-12-27
3765,9802,2024-04-18
3766,9285,2022-11-13
3767,6339,2023-11-10
3768,6615,2024-08-20
3769,8189,2025-02-16
3770,16160,2023-04-22
3771,18599,2024-11-02
3772,3908,2024-08-10
