currencyrateid,currencyratedate,fromcurrencycode,tocurrencycode,averagerate,endofdayrate,modifieddate
345,2022-06-25,USD,EUR,0.9869,0.9869,2022-06-25 00:00:00.000
346,2022-06-25,USD,FRF,6.4734,6.4736,2022-06-25 00:00:00.000
347,2022-06-25,USD,GBP,0.6166,0.6169,2022-06-25 00:00:00.000
348,2022-06-25,USD,JPY,102.35,102.449,2022-06-25 00:00:00.000
349,2022-06-25,USD,MXN,9.39,9.394,2022-06-25 00:00:00.000
350,2022-06-25,USD,SAR,3.7507,3.7538,2022-06-25 00:00:00.000
351,2022-06-25,USD,VEB,642.5,642.5399,2022-06-25 00:00:00.000
352,2022-06-26,USD,ARS,0.9996,0.9993,2022-06-26 00:00:00.000
353,2022-06-26,USD,AUD,1.5743,1.574,2022-06-26 00:00:00.000
354,2022-06-26,USD,BRL,1.864,1.856,2022-06-26 00:00:00.000
355,2022-06-26,USD,CAD,1.4774,1.477,2022-06-26 00:00:00.000
356,2022-06-26,USD,CNY,8.237,8.237,2022-06-26 00:00:00.000
357,2022-06-26,USD,DEM,1.9305,1.9298,2022-06-26 00:00:00.000
358,2022-06-26,USD,EUR,0.987,0.9864,2022-06-26 00:00:00.000
359,2022-06-26,USD,FRF,6.4748,6.4743,2022-06-26 00:00:00.000
360,2022-06-26,USD,GBP,0.6168,0.6159,2022-06-26 00:00:00.000
361,2022-06-26,USD,JPY,102.42,102.409,2022-06-26 00:00:00.000
362,2022-06-26,USD,MXN,9.39,9.38,2022-06-26 00:00:00.000
363,2022-06-26,USD,SAR,3.7507,3.744,2022-06-26 00:00:00.000
364,2022-06-26,USD,VEB,642.5,642.5,2022-06-26 00:00:00.000
365,2022-06-27,USD,ARS,0.9996,1.0002,2022-06-27 00:00:00.000
366,2022-06-27,USD,AUD,1.5743,1.5748,2022-06-27 00:00:00.000
367,2022-06-27,USD,BRL,1.857,1.86,2022-06-27 00:00:00.000
368,2022-06-27,USD,CAD,1.4792,1.4835,2022-06-27 00:00:00.000
369,2022-06-27,USD,CNY,8.237,8.2376,2022-06-27 00:00:00.000
370,2022-06-27,USD,DEM,1.9317,1.9319,2022-06-27 00:00:00.000
371,2022-06-27,USD,EUR,0.9877,0.9885,2022-06-27 00:00:00.000
372,2022-06-27,USD,FRF,6.4786,6.4791,2022-06-27 00:00:00.000
373,2022-06-27,USD,GBP,0.616,0.6162,2022-06-27 00:00:00.000
374,2022-06-27,USD,JPY,102.68,102.768,2022-06-27 00:00:00.000
375,2022-06-27,USD,MXN,9.4169,9.425,2022-06-27 00:00:00.000
376,2022-06-27,USD,SAR,3.7507,3.753,2022-06-27 00:00:00.000
377,2022-06-27,USD,VEB,643.0,643.0099,2022-06-27 00:00:00.000
378,2022-06-28,USD,ARS,0.9996,0.999,2022-06-28 00:00:00.000
379,2022-06-28,USD,AUD,1.5741,1.5738,2022-06-28 00:00:00.000
380,2022-06-28,USD,BRL,1.848,1.841,2022-06-28 00:00:00.000
381,2022-06-28,USD,CAD,1.4812,1.4774,2022-06-28 00:00:00.000
382,2022-06-28,USD,CNY,8.2794,8.2789,2022-06-28 00:00:00.000
383,2022-06-28,USD,DEM,1.9441,1.9437,2022-06-28 00:00:00.000
384,2022-06-28,USD,EUR,0.9939,0.9936,2022-06-28 00:00:00.000
385,2022-06-28,USD,FRF,6.5204,6.5199,2022-06-28 00:00:00.000
386,2022-06-28,USD,GBP,0.619,0.6189,2022-06-28 00:00:00.000
387,2022-06-28,USD,JPY,103.36,103.298,2022-06-28 00:00:00.000
388,2022-06-28,USD,MXN,9.4139,9.406,2022-06-28 00:00:00.000
389,2022-06-28,USD,SAR,3.7507,3.7458,2022-06-28 00:00:00.000
390,2022-06-28,USD,VEB,643.8999,643.7999,2022-06-28 00:00:00.000
391,2022-06-29,USD,ARS,0.9996,1.0001,2022-06-29 00:00:00.000
392,2022-06-29,USD,AUD,1.5748,1.5749,2022-06-29 00:00:00.000
393,2022-06-29,USD,BRL,1.852,1.858,2022-06-29 00:00:00.000
394,2022-06-29,USD,CAD,1.4842,1.4857,2022-06-29 00:00:00.000
395,2022-06-29,USD,CNY,8.2794,8.2799,2022-06-29 00:00:00.000
396,2022-06-29,USD,DEM,1.949,1.9494,2022-06-29 00:00:00.000
397,2022-06-29,USD,EUR,0.9965,0.9967,2022-06-29 00:00:00.000
398,2022-06-29,USD,FRF,6.5366,6.5368,2022-06-29 00:00:00.000
399,2022-06-29,USD,GBP,0.6226,0.6227,2022-06-29 00:00:00.000
400,2022-06-29,USD,JPY,103.58,103.631,2022-06-29 00:00:00.000
401,2022-06-29,USD,MXN,9.3819,9.3889,2022-06-29 00:00:00.000
402,2022-06-29,USD,SAR,3.7507,3.7534,2022-06-29 00:00:00.000
403,2022-06-29,USD,VEB,644.0,644.0299,2022-06-29 00:00:00.000
404,2022-06-30,USD,ARS,0.9996,0.9989,2022-06-30 00:00:00.000
405,2022-06-30,USD,AUD,1.5601,1.5593,2022-06-30 00:00:00.000
406,2022-06-30,USD,BRL,1.8425,1.837,2022-06-30 00:00:00.000
407,2022-06-30,USD,CAD,1.4782,1.4773,2022-06-30 00:00:00.000
408,2022-06-30,USD,CNY,8.2794,8.2788,2022-06-30 00:00:00.000
409,2022-06-30,USD,DEM,1.928,1.9271,2022-06-30 00:00:00.000
410,2022-06-30,USD,EUR,0.9858,0.9854,2022-06-30 00:00:00.000
411,2022-06-30,USD,FRF,6.4664,6.4661,2022-06-30 00:00:00.000
412,2022-06-30,USD,GBP,0.6198,0.6189,2022-06-30 00:00:00.000
413,2022-06-30,USD,JPY,103.0,102.995,2022-06-30 00:00:00.000
414,2022-06-30,USD,MXN,9.365,9.3559,2022-06-30 00:00:00.000
415,2022-06-30,USD,SAR,3.7505,3.7467,2022-06-30 00:00:00.000
416,2022-06-30,USD,VEB,644.0,643.9299,2022-06-30 00:00:00.000
417,2022-07-01,USD,ARS,0.9996,1.0004,2022-07-01 00:00:00.000
418,2022-07-01,USD,AUD,1.5564,1.5568,2022-07-01 00:00:00.000
419,2022-07-01,USD,BRL,1.8169,1.822,2022-07-01 00:00:00.000
420,2022-07-01,USD,CAD,1.4778,1.48,2022-07-01 00:00:00.000
421,2022-07-01,USD,CNY,8.2794,8.2796,2022-07-01 00:00:00.000
422,2022-07-01,USD,DEM,1.9145,1.9147,2022-07-01 00:00:00.000
423,2022-07-01,USD,EUR,0.9788,0.9797,2022-07-01 00:00:00.000
424,2022-07-01,USD,FRF,6.4208,6.4211,2022-07-01 00:00:00.000
425,2022-07-01,USD,GBP,0.6205,0.621,2022-07-01 00:00:00.000
426,2022-07-01,USD,JPY,103.1,103.119,2022-07-01 00:00:00.000
427,2022-07-01,USD,MXN,9.3399,9.343,2022-07-01 00:00:00.000
428,2022-07-01,USD,SAR,3.7505,3.7605,2022-07-01 00:00:00.000
429,2022-07-01,USD,VEB,644.25,644.33,2022-07-01 00:00:00.000
430,2022-07-02,USD,ARS,0.9996,0.999,2022-07-02 00:00:00.000
431,2022-07-02,USD,AUD,1.5564,1.5557,2022-07-02 00:00:00.000
432,2022-07-02,USD,BRL,1.8109,1.804,2022-07-02 00:00:00.000
433,2022-07-02,USD,CAD,1.4755,1.4711,2022-07-02 00:00:00.000
434,2022-07-02,USD,CNY,8.2794,8.2786,2022-07-02 00:00:00.000
435,2022-07-02,USD,DEM,1.9413,1.9403,2022-07-02 00:00:00.000
436,2022-07-02,USD,EUR,0.9926,0.9918,2022-07-02 00:00:00.000
437,2022-07-02,USD,FRF,6.5106,6.5098,2022-07-02 00:00:00.000
438,2022-07-02,USD,GBP,0.6231,0.6226,2022-07-02 00:00:00.000
439,2022-07-02,USD,JPY,103.28,103.262,2022-07-02 00:00:00.000
440,2022-07-02,USD,MXN,9.3399,9.3379,2022-07-02 00:00:00.000
441,2022-07-02,USD,SAR,3.7507,3.7486,2022-07-02 00:00:00.000
442,2022-07-02,USD,VEB,644.05,644.0,2022-07-02 00:00:00.000
443,2022-07-03,USD,ARS,0.9996,0.9997,2022-07-03 00:00:00.000
444,2022-07-03,USD,AUD,1.5564,1.557,2022-07-03 00:00:00.000
445,2022-07-03,USD,BRL,1.8109,1.82,2022-07-03 00:00:00.000
446,2022-07-03,USD,CAD,1.4777,1.4859,2022-07-03 00:00:00.000
447,2022-07-03,USD,CNY,8.2794,8.2797,2022-07-03 00:00:00.000
448,2022-07-03,USD,DEM,1.94,1.9403,2022-07-03 00:00:00.000
449,2022-07-03,USD,EUR,0.9919,0.9925,2022-07-03 00:00:00.000
450,2022-07-03,USD,FRF,6.5068,6.5072,2022-07-03 00:00:00.000
451,2022-07-03,USD,GBP,0.6228,0.623,2022-07-03 00:00:00.000
452,2022-07-03,USD,JPY,103.17,103.179,2022-07-03 00:00:00.000
453,2022-07-03,USD,MXN,9.3399,9.348,2022-07-03 00:00:00.000
454,2022-07-03,USD,SAR,3.7507,3.7551,2022-07-03 00:00:00.000
455,2022-07-03,USD,VEB,644.05,644.0599,2022-07-03 00:00:00.000
456,2022-07-04,USD,ARS,0.9996,0.9991,2022-07-04 00:00:00.000
457,2022-07-04,USD,AUD,1.5579,1.5573,2022-07-04 00:00:00.000
458,2022-07-04,USD,BRL,1.8109,1.8009,2022-07-04 00:00:00.000
459,2022-07-04,USD,CAD,1.4801,1.4726,2022-07-04 00:00:00.000
460,2022-07-04,USD,CNY,8.2794,8.2789,2022-07-04 00:00:00.000
461,2022-07-04,USD,DEM,1.9399,1.9391,2022-07-04 00:00:00.000
462,2022-07-04,USD,EUR,0.9919,0.9917,2022-07-04 00:00:00.000
463,2022-07-04,USD,FRF,6.5061,6.5061,2022-07-04 00:00:00.000
464,2022-07-04,USD,GBP,0.6225,0.622,2022-07-04 00:00:00.000
465,2022-07-04,USD,JPY,102.91,102.821,2022-07-04 00:00:00.000
466,2022-07-04,USD,MXN,9.3399,9.335,2022-07-04 00:00:00.000
467,2022-07-04,USD,SAR,3.7507,3.7446,2022-07-04 00:00:00.000
468,2022-07-04,USD,VEB,644.05,644.0499,2022-07-04 00:00:00.000
469,2022-07-05,USD,ARS,0.9996,1.0004,2022-07-05 00:00:00.000
470,2022-07-05,USD,AUD,1.5551,1.5551,2022-07-05 00:00:00.000
471,2022-07-05,USD,BRL,1.827,1.833,2022-07-05 00:00:00.000
472,2022-07-05,USD,CAD,1.4802,1.4825,2022-07-05 00:00:00.000
473,2022-07-05,USD,CNY,8.2794,8.28,2022-07-05 00:00:00.000
474,2022-07-05,USD,DEM,1.9374,1.9375,2022-07-05 00:00:00.000
475,2022-07-05,USD,EUR,0.9906,0.9913,2022-07-05 00:00:00.000
476,2022-07-05,USD,FRF,6.4977,6.4981,2022-07-05 00:00:00.000
477,2022-07-05,USD,GBP,0.6212,0.6216,2022-07-05 00:00:00.000
478,2022-07-05,USD,JPY,102.2,102.22,2022-07-05 00:00:00.000
479,2022-07-05,USD,MXN,9.319,9.3239,2022-07-05 00:00:00.000
480,2022-07-05,USD,SAR,3.7507,3.7591,2022-07-05 00:00:00.000
481,2022-07-05,USD,VEB,644.25,644.33,2022-07-05 00:00:00.000
482,2022-07-06,USD,ARS,0.9996,0.9991,2022-07-06 00:00:00.000
483,2022-07-06,USD,AUD,1.5516,1.5508,2022-07-06 00:00:00.000
484,2022-07-06,USD,BRL,1.821,1.818,2022-07-06 00:00:00.000
485,2022-07-06,USD,CAD,1.4772,1.4712,2022-07-06 00:00:00.000
486,2022-07-06,USD,CNY,8.2794,8.2794,2022-07-06 00:00:00.000
487,2022-07-06,USD,DEM,1.9402,1.9395,2022-07-06 00:00:00.000
488,2022-07-06,USD,EUR,0.992,0.9917,2022-07-06 00:00:00.000
489,2022-07-06,USD,FRF,6.5075,6.5065,2022-07-06 00:00:00.000
490,2022-07-06,USD,GBP,0.621,0.6206,2022-07-06 00:00:00.000
491,2022-07-06,USD,JPY,101.72,101.646,2022-07-06 00:00:00.000
492,2022-07-06,USD,MXN,9.317,9.3119,2022-07-06 00:00:00.000
493,2022-07-06,USD,SAR,3.7505,3.7462,2022-07-06 00:00:00.000
494,2022-07-06,USD,VEB,645.0099,644.95,2022-07-06 00:00:00.000
495,2022-07-07,USD,ARS,0.9996,1.0,2022-07-07 00:00:00.000
496,2022-07-07,USD,AUD,1.5528,1.5529,2022-07-07 00:00:00.000
497,2022-07-07,USD,BRL,1.83,1.833,2022-07-07 00:00:00.000
498,2022-07-07,USD,CAD,1.4755,1.4782,2022-07-07 00:00:00.000
499,2022-07-07,USD,CNY,8.2795,8.2797,2022-07-07 00:00:00.000
500,2022-07-07,USD,DEM,1.9379,1.9387,2022-07-07 00:00:00.000
501,2022-07-07,USD,EUR,0.9909,0.9909,2022-07-07 00:00:00.000
502,2022-07-07,USD,FRF,6.4997,6.5007,2022-07-07 00:00:00.000
503,2022-07-07,USD,GBP,0.6211,0.6212,2022-07-07 00:00:00.000
504,2022-07-07,USD,JPY,101.65,101.739,2022-07-07 00:00:00.000
505,2022-07-07,USD,MXN,9.38,9.384,2022-07-07 00:00:00.000
506,2022-07-07,USD,SAR,3.7505,3.7566,2022-07-07 00:00:00.000
507,2022-07-07,USD,VEB,645.5,645.5099,2022-07-07 00:00:00.000
508,2022-07-08,USD,ARS,0.9996,0.9993,2022-07-08 00:00:00.000
509,2022-07-08,USD,AUD,1.5551,1.5548,2022-07-08 00:00:00.000
510,2022-07-08,USD,BRL,1.833,1.83,2022-07-08 00:00:00.000
511,2022-07-08,USD,CAD,1.47,1.4616,2022-07-08 00:00:00.000
512,2022-07-08,USD,CNY,8.2794,8.2792,2022-07-08 00:00:00.000
513,2022-07-08,USD,DEM,1.9301,1.9295,2022-07-08 00:00:00.000
514,2022-07-08,USD,EUR,0.9869,0.9868,2022-07-08 00:00:00.000
515,2022-07-08,USD,FRF,6.4734,6.4734,2022-07-08 00:00:00.000
516,2022-07-08,USD,GBP,0.6182,0.6178,2022-07-08 00:00:00.000
517,2022-07-08,USD,JPY,102.8,102.717,2022-07-08 00:00:00.000
518,2022-07-08,USD,MXN,9.425,9.4199,2022-07-08 00:00:00.000
519,2022-07-08,USD,SAR,3.7505,3.7496,2022-07-08 00:00:00.000
520,2022-07-08,USD,VEB,646.0099,645.9099,2022-07-08 00:00:00.000
521,2022-07-09,USD,ARS,0.9996,1.0004,2022-07-09 00:00:00.000
522,2022-07-09,USD,AUD,1.5549,1.5559,2022-07-09 00:00:00.000
523,2022-07-09,USD,BRL,1.832,1.84,2022-07-09 00:00:00.000
524,2022-07-09,USD,CAD,1.4679,1.4773,2022-07-09 00:00:00.000
525,2022-07-09,USD,CNY,8.2794,8.2799,2022-07-09 00:00:00.000
526,2022-07-09,USD,DEM,1.9298,1.93,2022-07-09 00:00:00.000
527,2022-07-09,USD,EUR,0.9867,0.987,2022-07-09 00:00:00.000
528,2022-07-09,USD,FRF,6.4722,6.4732,2022-07-09 00:00:00.000
529,2022-07-09,USD,GBP,0.618,0.6189,2022-07-09 00:00:00.000
530,2022-07-09,USD,JPY,102.94,102.968,2022-07-09 00:00:00.000
531,2022-07-09,USD,MXN,9.435,9.4369,2022-07-09 00:00:00.000
532,2022-07-09,USD,SAR,3.7505,3.7559,2022-07-09 00:00:00.000
533,2022-07-09,USD,VEB,646.25,646.25,2022-07-09 00:00:00.000
534,2022-07-10,USD,ARS,0.9996,0.9991,2022-07-10 00:00:00.000
535,2022-07-10,USD,AUD,1.5538,1.5538,2022-07-10 00:00:00.000
536,2022-07-10,USD,BRL,1.832,1.825,2022-07-10 00:00:00.000
537,2022-07-10,USD,CAD,1.468,1.4674,2022-07-10 00:00:00.000
538,2022-07-10,USD,CNY,8.2794,8.2792,2022-07-10 00:00:00.000
539,2022-07-10,USD,DEM,1.9317,1.9314,2022-07-10 00:00:00.000
540,2022-07-10,USD,EUR,0.9877,0.9874,2022-07-10 00:00:00.000
541,2022-07-10,USD,FRF,6.4786,6.4783,2022-07-10 00:00:00.000
542,2022-07-10,USD,GBP,0.6191,0.619,2022-07-10 00:00:00.000
543,2022-07-10,USD,JPY,102.91,102.869,2022-07-10 00:00:00.000
544,2022-07-10,USD,MXN,9.435,9.432,2022-07-10 00:00:00.000
545,2022-07-10,USD,SAR,3.7505,3.7458,2022-07-10 00:00:00.000
546,2022-07-10,USD,VEB,646.25,646.21,2022-07-10 00:00:00.000
547,2022-07-11,USD,ARS,0.9996,1.0003,2022-07-11 00:00:00.000
548,2022-07-11,USD,AUD,1.5528,1.5531,2022-07-11 00:00:00.000
549,2022-07-11,USD,BRL,1.8285,1.833,2022-07-11 00:00:00.000
550,2022-07-11,USD,CAD,1.464,1.4646,2022-07-11 00:00:00.000
551,2022-07-11,USD,CNY,8.2796,8.2805,2022-07-11 00:00:00.000
552,2022-07-11,USD,DEM,1.9311,1.9319,2022-07-11 00:00:00.000
553,2022-07-11,USD,EUR,0.9874,0.9879,2022-07-11 00:00:00.000
554,2022-07-11,USD,FRF,6.4767,6.4776,2022-07-11 00:00:00.000
555,2022-07-11,USD,GBP,0.6192,0.6199,2022-07-11 00:00:00.000
556,2022-07-11,USD,JPY,102.54,102.552,2022-07-11 00:00:00.000
557,2022-07-11,USD,MXN,9.4755,9.48,2022-07-11 00:00:00.000
558,2022-07-11,USD,SAR,3.7505,3.7557,2022-07-11 00:00:00.000
559,2022-07-11,USD,VEB,647.0,647.0299,2022-07-11 00:00:00.000
560,2022-07-12,USD,ARS,0.9996,0.9995,2022-07-12 00:00:00.000
561,2022-07-12,USD,AUD,1.5528,1.5527,2022-07-12 00:00:00.000
562,2022-07-12,USD,BRL,1.8285,1.821,2022-07-12 00:00:00.000
563,2022-07-12,USD,CAD,1.464,1.4633,2022-07-12 00:00:00.000
564,2022-07-12,USD,CNY,8.2796,8.2795,2022-07-12 00:00:00.000
565,2022-07-12,USD,DEM,1.9311,1.9307,2022-07-12 00:00:00.000
566,2022-07-12,USD,EUR,0.9874,0.9874,2022-07-12 00:00:00.000
567,2022-07-12,USD,FRF,6.4767,6.4759,2022-07-12 00:00:00.000
568,2022-07-12,USD,GBP,0.6192,0.6183,2022-07-12 00:00:00.000
569,2022-07-12,USD,JPY,102.54,102.483,2022-07-12 00:00:00.000
570,2022-07-12,USD,MXN,9.4755,9.4689,2022-07-12 00:00:00.000
571,2022-07-12,USD,SAR,3.7505,3.746,2022-07-12 00:00:00.000
572,2022-07-12,USD,VEB,647.0,646.95,2022-07-12 00:00:00.000
573,2022-07-13,USD,ARS,0.9999,0.9999,2022-07-13 00:00:00.000
574,2022-07-13,USD,AUD,1.548,1.5481,2022-07-13 00:00:00.000
575,2022-07-13,USD,BRL,1.83,1.837,2022-07-13 00:00:00.000
576,2022-07-13,USD,CAD,1.4509,1.4544,2022-07-13 00:00:00.000
577,2022-07-13,USD,CNY,8.2805,8.2814,2022-07-13 00:00:00.000
578,2022-07-13,USD,DEM,1.9427,1.9435,2022-07-13 00:00:00.000
579,2022-07-13,USD,EUR,0.9932,0.9933,2022-07-13 00:00:00.000
580,2022-07-13,USD,FRF,6.5155,6.516,2022-07-13 00:00:00.000
581,2022-07-13,USD,GBP,0.6195,0.62,2022-07-13 00:00:00.000
582,2022-07-13,USD,JPY,102.4,102.496,2022-07-13 00:00:00.000
583,2022-07-13,USD,MXN,9.4656,9.471,2022-07-13 00:00:00.000
584,2022-07-13,USD,SAR,3.7505,3.7538,2022-07-13 00:00:00.000
585,2022-07-13,USD,VEB,648.0,648.0599,2022-07-13 00:00:00.000
586,2022-07-14,USD,ARS,0.9998,0.999,2022-07-14 00:00:00.000
587,2022-07-14,USD,AUD,1.5367,1.5359,2022-07-14 00:00:00.000
588,2022-07-14,USD,BRL,1.81,1.81,2022-07-14 00:00:00.000
589,2022-07-14,USD,CAD,1.4529,1.4495,2022-07-14 00:00:00.000
590,2022-07-14,USD,CNY,8.2803,8.2799,2022-07-14 00:00:00.000
591,2022-07-14,USD,DEM,1.9479,1.947,2022-07-14 00:00:00.000
592,2022-07-14,USD,EUR,0.9959,0.9956,2022-07-14 00:00:00.000
593,2022-07-14,USD,FRF,6.5328,6.5324,2022-07-14 00:00:00.000
594,2022-07-14,USD,GBP,0.6186,0.6182,2022-07-14 00:00:00.000
595,2022-07-14,USD,JPY,102.229,102.2039,2022-07-14 00:00:00.000
596,2022-07-14,USD,MXN,9.5061,9.505,2022-07-14 00:00:00.000
597,2022-07-14,USD,SAR,3.7505,3.7439,2022-07-14 00:00:00.000
598,2022-07-14,USD,VEB,648.25,648.19,2022-07-14 00:00:00.000
599,2022-07-15,USD,ARS,0.9999,1.0003,2022-07-15 00:00:00.000
600,2022-07-15,USD,AUD,1.5367,1.5374,2022-07-15 00:00:00.000
601,2022-07-15,USD,BRL,1.81,1.8149,2022-07-15 00:00:00.000
602,2022-07-15,USD,CAD,1.4529,1.4559,2022-07-15 00:00:00.000
603,2022-07-15,USD,CNY,8.2803,8.2803,2022-07-15 00:00:00.000
604,2022-07-15,USD,DEM,1.9479,1.9487,2022-07-15 00:00:00.000
605,2022-07-15,USD,EUR,0.9959,0.9968,2022-07-15 00:00:00.000
606,2022-07-15,USD,FRF,6.5328,6.5332,2022-07-15 00:00:00.000
607,2022-07-15,USD,GBP,0.6186,0.6193,2022-07-15 00:00:00.000
608,2022-07-15,USD,JPY,102.229,102.282,2022-07-15 00:00:00.000
609,2022-07-15,USD,MXN,9.5061,9.512,2022-07-15 00:00:00.000
610,2022-07-15,USD,SAR,3.7505,3.7513,2022-07-15 00:00:00.000
611,2022-07-15,USD,VEB,648.25,648.2799,2022-07-15 00:00:00.000
612,2022-07-16,USD,ARS,0.9999,0.9998,2022-07-16 00:00:00.000
613,2022-07-16,USD,AUD,1.5237,1.5233,2022-07-16 00:00:00.000
614,2022-07-16,USD,BRL,1.8069,1.8049,2022-07-16 00:00:00.000
615,2022-07-16,USD,CAD,1.4464,1.4463,2022-07-16 00:00:00.000
616,2022-07-16,USD,CNY,8.2803,8.28,2022-07-16 00:00:00.000
617,2022-07-16,USD,DEM,1.9421,1.9412,2022-07-16 00:00:00.000
618,2022-07-16,USD,EUR,0.9929,0.9923,2022-07-16 00:00:00.000
619,2022-07-16,USD,FRF,6.514,6.5136,2022-07-16 00:00:00.000
620,2022-07-16,USD,GBP,0.6181,0.6175,2022-07-16 00:00:00.000
621,2022-07-16,USD,JPY,102.31,102.2429,2022-07-16 00:00:00.000
622,2022-07-16,USD,MXN,9.49,9.486,2022-07-16 00:00:00.000
623,2022-07-16,USD,SAR,3.7509,3.7475,2022-07-16 00:00:00.000
624,2022-07-16,USD,VEB,649.0,649.0,2022-07-16 00:00:00.000
625,2022-07-17,USD,ARS,0.9999,1.0005,2022-07-17 00:00:00.000
626,2022-07-17,USD,AUD,1.5256,1.5257,2022-07-17 00:00:00.000
627,2022-07-17,USD,BRL,1.8069,1.808,2022-07-17 00:00:00.000
628,2022-07-17,USD,CAD,1.446,1.456,2022-07-17 00:00:00.000
629,2022-07-17,USD,CNY,8.2803,8.2804,2022-07-17 00:00:00.000
630,2022-07-17,USD,DEM,1.9451,1.9457,2022-07-17 00:00:00.000
631,2022-07-17,USD,EUR,0.9945,0.9947,2022-07-17 00:00:00.000
632,2022-07-17,USD,FRF,6.5236,6.5237,2022-07-17 00:00:00.000
633,2022-07-17,USD,GBP,0.6185,0.6189,2022-07-17 00:00:00.000
634,2022-07-17,USD,JPY,102.21,102.227,2022-07-17 00:00:00.000
635,2022-07-17,USD,MXN,9.5199,9.5289,2022-07-17 00:00:00.000
636,2022-07-17,USD,SAR,3.7507,3.7587,2022-07-17 00:00:00.000
637,2022-07-17,USD,VEB,649.25,649.25,2022-07-17 00:00:00.000
638,2022-07-18,USD,ARS,0.9999,0.999,2022-07-18 00:00:00.000
639,2022-07-18,USD,AUD,1.524,1.5238,2022-07-18 00:00:00.000
640,2022-07-18,USD,BRL,1.8069,1.7969,2022-07-18 00:00:00.000
641,2022-07-18,USD,CAD,1.4461,1.4416,2022-07-18 00:00:00.000
642,2022-07-18,USD,CNY,8.2803,8.2799,2022-07-18 00:00:00.000
643,2022-07-18,USD,DEM,1.9453,1.9452,2022-07-18 00:00:00.000
644,2022-07-18,USD,EUR,0.9946,0.9942,2022-07-18 00:00:00.000
645,2022-07-18,USD,FRF,6.5243,6.5236,2022-07-18 00:00:00.000
646,2022-07-18,USD,GBP,0.6185,0.6182,2022-07-18 00:00:00.000
647,2022-07-18,USD,JPY,102.2,102.185,2022-07-18 00:00:00.000
648,2022-07-18,USD,MXN,9.5199,9.5139,2022-07-18 00:00:00.000
649,2022-07-18,USD,SAR,3.7505,3.7423,2022-07-18 00:00:00.000
650,2022-07-18,USD,VEB,649.25,649.1799,2022-07-18 00:00:00.000
651,2022-07-19,USD,ARS,0.9999,1.0001,2022-07-19 00:00:00.000
652,2022-07-19,USD,AUD,1.5201,1.5201,2022-07-19 00:00:00.000
653,2022-07-19,USD,BRL,1.8149,1.8169,2022-07-19 00:00:00.000
654,2022-07-19,USD,CAD,1.4469,1.453,2022-07-19 00:00:00.000
655,2022-07-19,USD,CNY,8.2805,8.2806,2022-07-19 00:00:00.000
656,2022-07-19,USD,DEM,1.9071,1.9075,2022-07-19 00:00:00.000
657,2022-07-19,USD,EUR,0.975,0.9758,2022-07-19 00:00:00.000
658,2022-07-19,USD,FRF,6.3962,6.3964,2022-07-19 00:00:00.000
659,2022-07-19,USD,GBP,0.6109,0.6118,2022-07-19 00:00:00.000
660,2022-07-19,USD,JPY,101.65,101.657,2022-07-19 00:00:00.000
661,2022-07-19,USD,MXN,9.41,9.4199,2022-07-19 00:00:00.000
662,2022-07-19,USD,SAR,3.7507,3.7572,2022-07-19 00:00:00.000
663,2022-07-19,USD,VEB,649.75,649.7699,2022-07-19 00:00:00.000
664,2022-07-20,USD,ARS,0.9999,0.9993,2022-07-20 00:00:00.000
665,2022-07-20,USD,AUD,1.5271,1.5268,2022-07-20 00:00:00.000
666,2022-07-20,USD,BRL,1.85,1.85,2022-07-20 00:00:00.000
667,2022-07-20,USD,CAD,1.4521,1.4426,2022-07-20 00:00:00.000
668,2022-07-20,USD,CNY,8.2806,8.2797,2022-07-20 00:00:00.000
669,2022-07-20,USD,DEM,1.8977,1.8971,2022-07-20 00:00:00.000
670,2022-07-20,USD,EUR,0.9703,0.97,2022-07-20 00:00:00.000
671,2022-07-20,USD,FRF,6.3651,6.3642,2022-07-20 00:00:00.000
672,2022-07-20,USD,GBP,0.6114,0.6107,2022-07-20 00:00:00.000
673,2022-07-20,USD,JPY,103.304,103.294,2022-07-20 00:00:00.000
674,2022-07-20,USD,MXN,9.5792,9.5719,2022-07-20 00:00:00.000
675,2022-07-20,USD,SAR,3.7509,3.7505,2022-07-20 00:00:00.000
676,2022-07-20,USD,VEB,650.5,650.49,2022-07-20 00:00:00.000
677,2022-07-21,USD,ARS,0.9999,1.0,2022-07-21 00:00:00.000
678,2022-07-21,USD,AUD,1.5192,1.5194,2022-07-21 00:00:00.000
679,2022-07-21,USD,BRL,1.852,1.856,2022-07-21 00:00:00.000
680,2022-07-21,USD,CAD,1.4494,1.4498,2022-07-21 00:00:00.000
681,2022-07-21,USD,CNY,8.2805,8.2811,2022-07-21 00:00:00.000
682,2022-07-21,USD,DEM,1.8955,1.8956,2022-07-21 00:00:00.000
683,2022-07-21,USD,EUR,0.969,0.9693,2022-07-21 00:00:00.000
684,2022-07-21,USD,FRF,6.3571,6.3578,2022-07-21 00:00:00.000
685,2022-07-21,USD,GBP,0.6092,0.6096,2022-07-21 00:00:00.000
686,2022-07-21,USD,JPY,104.305,104.372,2022-07-21 00:00:00.000
687,2022-07-21,USD,MXN,9.5229,9.5269,2022-07-21 00:00:00.000
688,2022-07-21,USD,SAR,3.7505,3.7572,2022-07-21 00:00:00.000
689,2022-07-21,USD,VEB,650.0099,650.0499,2022-07-21 00:00:00.000
