addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
164,7396 Stratton Circle,,Bellevue,79,98004,<memory at 0x0000022A98DB1180>,72186098-a652-4df8-91d1-9cfe115ffb7a,2021-01-16 00:00:00.000
165,9745 Bonita Ct.,,Bellevue,79,98004,<memory at 0x0000022A98DB1240>,7cf4fdfd-4b09-4466-a3d3-84ec32ed4163,2020-02-01 00:00:00.000
166,3670 All Ways Drive,,Bellevue,79,98004,<memory at 0x0000022A98DB1300>,89270ef3-86e4-41e9-b3d3-86149f08cf05,2019-11-24 00:00:00.000
167,7221 Peachwillow Street,,Bellevue,79,98004,<memory at 0x0000022A98DB13C0>,29024b91-f4e4-40b1-81be-7f2b23a24ff5,2021-02-24 00:00:00.000
168,1343 Prospect St,,Bellevue,79,98004,<memory at 0x0000022A98DB1480>,386d3617-769d-40d1-ab18-301e4e40b920,2020-01-10 00:00:00.000
169,6448 Castle Court,,Bellevue,79,98004,<memory at 0x0000022A98DB1540>,1bb6c40a-9fdf-4c9e-ac1f-8e0f2df2414a,2019-11-25 00:00:00.000
170,7902 Grammercy Lane,Unit A,Bellevue,79,98004,<memory at 0x0000022A98DB1600>,5c44745c-d11a-4f11-b9bc-345d4e064780,2020-12-03 00:00:00.000
171,8668 Via Neruda,,Bellevue,79,98004,<memory at 0x0000022A98DB16C0>,f84f334a-19e9-4a44-952e-a857d027e9c6,2020-02-23 00:00:00.000
172,4777 Rockne Drive,,Bellevue,79,98004,<memory at 0x0000022A98DB1780>,ffdaf6bd-c84a-4082-9a70-7f0cc6fbbe82,2020-01-24 00:00:00.000
173,620 Woodside Ct.,,Bellevue,79,98004,<memory at 0x0000022A98DB1840>,b6172e5e-cd95-4b38-8aa6-f826a6eef24c,2021-12-17 00:00:00.000
174,6307 Greenbelt Way,,Bellevue,79,98004,<memory at 0x0000022A98DB1900>,0ae0d184-cb75-42ce-ab20-c2fc57db45b5,2022-02-06 00:00:00.000
175,3284 S. Blank Avenue,,Bellevue,79,98004,<memory at 0x0000022A98DB19C0>,c23064b1-cffb-41d6-aba5-bafa076c70c7,2019-12-18 00:00:00.000
176,8751 Norse Drive,,Bellevue,79,98004,<memory at 0x0000022A98DB1A80>,a313e877-ebd4-4a8c-8f0a-ed20a645a6ed,2020-12-27 00:00:00.000
177,6968 Wren Ave.,,Bellevue,79,98004,<memory at 0x0000022A98DB1B40>,d3d9fde3-c704-4126-ba36-377aedf42fbb,2020-02-09 00:00:00.000
178,4311 Clay Rd,,Bellevue,79,98004,<memory at 0x0000022A98DB1C00>,464f6ebc-6151-47e1-ac79-24b705342d51,2019-11-29 00:00:00.000
179,771 Northridge Drive,# 495,Bellevue,79,98004,<memory at 0x0000022A98DB1CC0>,335645f3-b5d5-4b96-bac1-22267cddf8d2,2023-06-07 00:00:00.000
180,2947 Vine Lane,,Bellevue,79,98004,<memory at 0x0000022A98DB1D80>,7635d2da-ad3f-47f8-afe0-6a5a25127d03,2021-01-23 00:00:00.000
181,9320 Teakwood Dr.,,Bellevue,79,98004,<memory at 0x0000022A98DB1E40>,78153c31-9b7b-414b-9a68-51e892fb993c,2020-01-07 00:00:00.000
182,3711 Rollingwood Dr,,Bellevue,79,98004,<memory at 0x0000022A98DB1F00>,9600fb56-13a7-40d1-81fc-cbe8df0bb498,2020-02-12 00:00:00.000
183,6118 Grasswood Circle,,Bellevue,79,98004,<memory at 0x0000022A98DB1FC0>,d9bd7258-d9d0-420c-b0c9-b55a7ef46b8c,2020-12-09 00:00:00.000
184,5678 Clear Court,,Bellevue,79,98004,<memory at 0x0000022A98DB2080>,6b78a1a0-5821-43e1-ae51-547ad9b4c996,2020-02-09 00:00:00.000
185,2681 Eagle Peak,,Bellevue,79,98004,<memory at 0x0000022A98DB2140>,7bccf442-2268-46cc-8472-14c44c14e98c,2023-07-31 00:00:00.000
186,332 Laguna Niguel,,Bellevue,79,98004,<memory at 0x0000022A98DB2200>,8915b11c-8a2d-44ee-b2a9-7c6982739bfe,2019-12-17 00:00:00.000
187,7808 Brown St.,,Bellevue,79,98004,<memory at 0x0000022A98DB22C0>,1ccd2f45-1bee-4f78-ba59-a6f969c7da71,2020-01-09 00:00:00.000
188,6774 Bonanza,,Bellevue,79,98004,<memory at 0x0000022A98DB2380>,00770ccc-e264-4115-9e0c-d31734f70360,2019-12-31 00:00:00.000
189,3708 Montana,,Bellevue,79,98004,<memory at 0x0000022A98DB2440>,a081a4fc-9c3c-4ce7-a27f-94830fff15e5,2019-12-20 00:00:00.000
190,9435 Breck Court,,Bellevue,79,98004,<memory at 0x0000022A98DB2500>,eb974caf-85e9-4424-bf5e-637c0942ef04,2018-12-29 00:00:00.000
191,6951 Harmony Way,,Sammamish,79,98074,<memory at 0x0000022A98DB25C0>,1da32259-efad-4485-8f64-8b9b444cb3a4,2021-12-30 00:00:00.000
192,6871 Thornwood Dr.,,Sammamish,79,98074,<memory at 0x0000022A98DB2680>,a2b7146f-22a2-4f15-875b-4484a5473673,2020-02-22 00:00:00.000
193,9104 Mt. Sequoia Ct.,,Sammamish,79,98074,<memory at 0x0000022A98DB2740>,954c009c-f506-42ba-ac97-a0f98b9e31b7,2019-12-07 00:00:00.000
194,2095 Sierra Drive,,Sammamish,79,98074,<memory at 0x0000022A98DB2800>,2812a3ab-3eaa-4898-a176-36b6c5953d1c,2024-10-13 00:00:00.000
195,4444 Pepper Way,,Sammamish,79,98074,<memory at 0x0000022A98DB28C0>,5fd563b6-9349-4aa4-813b-72d96714ec7d,2020-02-27 00:00:00.000
196,4525 Benedict Ct.,,Sammamish,79,98074,<memory at 0x0000022A98DB2980>,d52a20ab-b134-4205-b5e2-25b700bb5722,2019-12-18 00:00:00.000
197,7820 Bird Drive,,Sammamish,79,98074,<memory at 0x0000022A98DB2A40>,70d9d17b-3a40-43ed-b4d1-c9a52a8f44ed,2019-12-26 00:00:00.000
198,1962 Ferndale Lane,,Sammamish,79,98074,<memory at 0x0000022A98DB2B00>,cf902968-4c87-4492-8c3b-bf12f42def75,2020-01-19 00:00:00.000
199,5263 Etcheverry Dr,,Sammamish,79,98074,<memory at 0x0000022A98DB2BC0>,01c701de-ba78-4b2c-bc7e-2cf8922c7771,2020-11-25 00:00:00.000
200,2473 Orchard Way,,Sammamish,79,98074,<memory at 0x0000022A98DB2C80>,6d1b4fa9-5d00-4481-9561-0aea008915f7,2020-01-09 00:00:00.000
201,6202 Seeno St.,,Sammamish,79,98074,<memory at 0x0000022A98DB2D40>,ad2b250d-5dd9-4ba4-ac59-8ce487d4a77f,2024-09-04 00:00:00.000
202,4096 San Remo,,Sammamish,79,98074,<memory at 0x0000022A98DB2E00>,494a6c49-3ea7-4a3d-bff8-f727f565e393,2019-12-21 00:00:00.000
203,7086 O St.,,Sammamish,79,98074,<memory at 0x0000022A98DB2EC0>,5a272060-cdb3-4d4a-be2f-af143f4e72d4,2020-12-29 00:00:00.000
204,4310 Kenston Dr.,,Sammamish,79,98074,<memory at 0x0000022A98DB2F80>,7e585905-3991-42bf-8c51-1f0e40f48d28,2021-01-09 00:00:00.000
205,7939 Bayview Court,,Sammamish,79,98074,<memory at 0x0000022A98DB3040>,a47cbd73-36a5-4051-bd64-65e93630e6df,2020-01-14 00:00:00.000
206,6097 Mt. McKinley Ct.,,Redmond,79,98052,<memory at 0x0000022A98DB3100>,114fdfca-275a-4b9b-a51e-6edd038644d3,2024-09-24 00:00:00.000
207,3066 Wallace Dr.,,Redmond,79,98052,<memory at 0x0000022A98DB31C0>,577f79c7-3ce4-409d-baf4-043b14389780,2020-02-19 00:00:00.000
208,9006 Woodside Way,,Redmond,79,98052,<memory at 0x0000022A98DB3280>,82094057-24a1-482c-adca-b44d40c1483a,2019-03-21 00:00:00.000
209,9906 Oak Grove Road,,Redmond,79,98052,<memory at 0x0000022A98DB3340>,8d9cf02a-a88a-4af4-ad3a-219ae0de0539,2022-01-30 00:00:00.000
210,2383 Pepper Drive,,Redmond,79,98052,<memory at 0x0000022A98DB3400>,d5caa1d5-cb10-4cf3-91b7-0ff37611aedb,2019-12-04 00:00:00.000
211,6369 Ellis Street,,Redmond,79,98052,<memory at 0x0000022A98DB34C0>,d531ff9a-06e2-431f-9d2c-c13dcf82ca77,2021-11-28 00:00:00.000
212,8000 Crane Court,,Redmond,79,98052,<memory at 0x0000022A98DB3580>,7c1fac02-5589-4f51-9ee4-30aeee079cb7,2020-02-01 00:00:00.000
213,9322 Driving Drive,,Redmond,79,98052,<memory at 0x0000022A98DB3640>,7a2c4361-7da9-45d8-8cef-59f730a9abca,2021-01-14 00:00:00.000
214,3768 Door Way,,Redmond,79,98052,<memory at 0x0000022A98DB3700>,8c938507-c67c-4e5c-963c-a93fe707980f,2018-12-12 00:00:00.000
215,101 Candy Rd.,,Redmond,79,98052,<memory at 0x0000022A98DB37C0>,b27d7d52-bd02-4de4-b0e6-ac825f98b60d,2021-03-01 00:00:00.000
216,2427 Notre Dame Ave.,,Redmond,79,98052,<memory at 0x0000022A98DB3880>,0b20a74b-912a-47c2-9758-0791bfaa4daa,2021-12-27 00:00:00.000
217,1960 Via Catanzaro,,Redmond,79,98052,<memory at 0x0000022A98DB3940>,63373680-a60f-48b8-9c38-3b4861d14229,2024-10-12 00:00:00.000
218,9863 Ridge Place,,Redmond,79,98052,<memory at 0x0000022A98DB3A00>,3b6bca53-fa0f-47d6-8e7a-c2cce2a90bb2,2020-01-16 00:00:00.000
219,3397 Rancho View Drive,,Redmond,79,98052,<memory at 0x0000022A98DB3AC0>,da96e22b-ce18-4fdb-9ffe-4dc094ce0a42,2021-12-15 00:00:00.000
220,4909 Poco Lane,,Redmond,79,98052,<memory at 0x0000022A98DB3B80>,5c0cac7c-fd6c-44ae-8c34-cc64ec495034,2019-12-07 00:00:00.000
221,7297 RisingView,,Redmond,79,98052,<memory at 0x0000022A98DB3C40>,0d34f4af-0e68-472e-b33f-4bd11ae3d91f,2019-12-09 00:00:00.000
222,7723 Firestone Drive,,Redmond,79,98052,<memory at 0x0000022A98DB3D00>,268ac7d8-73da-44b8-866b-0452af1f844b,2024-06-13 00:00:00.000
223,1275 West Street,,Redmond,79,98052,<memory at 0x0000022A98DB3DC0>,bc3a7f68-b60a-4a60-be8b-951fb29f646b,2020-01-26 00:00:00.000
224,2137 Birchwood Dr,,Redmond,79,98052,<memory at 0x0000022A98DB3E80>,7f9bc8a0-3972-490c-b888-c4b5efc9d021,2018-11-03 00:00:00.000
225,249 Alexander Pl.,,Redmond,79,98052,<memory at 0x0000022A98DB3F40>,6df4b0d5-634c-46f3-b1a3-ac487240a124,2025-06-22 00:00:00.000
226,2482 Buckingham Dr.,,Redmond,79,98052,<memory at 0x0000022A98DD0040>,1bf14f43-c05b-4841-a9ff-b42785b7bc1f,2020-02-18 00:00:00.000
227,8467 Clifford Court,,Redmond,79,98052,<memory at 0x0000022A98DD0100>,722a9d6e-07bc-4867-94d7-3b44ece308bd,2020-02-28 00:00:00.000
228,9241 St George Dr.,,Everett,79,98201,<memory at 0x0000022A98DD01C0>,91ee89fc-37ec-4121-a9d5-94ec64f4b3f0,2020-01-20 00:00:00.000
229,3928 San Francisco,,Everett,79,98201,<memory at 0x0000022A98DD0280>,7716ef76-94aa-47e9-bddb-102bbfd59bbb,2020-01-05 00:00:00.000
230,475 Santa Maria,,Everett,79,98201,<memory at 0x0000022A98DD0340>,ca464447-6aaf-406a-bc38-846389d8aefa,2019-12-22 00:00:00.000
231,181 Gaining Drive,,Everett,79,98201,<memory at 0x0000022A98DD0400>,128d138d-3a13-4b00-81e3-5b2ce1ae782b,2019-11-24 00:00:00.000
232,3385 Crestview Drive,,Everett,79,98201,<memory at 0x0000022A98DD04C0>,4a551ff0-ca85-4d1c-8fe7-318d01a49c27,2020-01-14 00:00:00.000
233,1185 Dallas Drive,,Everett,79,98201,<memory at 0x0000022A98DD0580>,085e131e-5c9e-460c-bfcd-775d21b97842,2019-12-05 00:00:00.000
234,7883 Missing Canyon Court,,Everett,79,98201,<memory at 0x0000022A98DD0640>,00cbe469-f60b-424f-9a72-e58a32be138c,2018-01-18 00:00:00.000
235,5452 Corte Gilberto,,Everett,79,98201,<memory at 0x0000022A98DD0700>,1b75056d-34e4-4612-98ab-3d4ab8482495,2019-12-06 00:00:00.000
236,9008 Creekside Drive,,Everett,79,98201,<memory at 0x0000022A98DD07C0>,ec244535-a4b0-46fc-b35a-42ec1f8d471e,2024-03-22 00:00:00.000
237,5242 Marvelle Ln.,,Everett,79,98201,<memory at 0x0000022A98DD0880>,25318a45-fcd1-4fe6-b20c-a397c72c334e,2021-03-02 00:00:00.000
238,4098 Woodcrest Dr.,,Everett,79,98201,<memory at 0x0000022A98DD0940>,9d179a61-a9e7-4802-8099-764227043d94,2024-08-02 00:00:00.000
239,8624 Pepper Way,,Everett,79,98201,<memory at 0x0000022A98DD0A00>,f2a2d98b-2337-4748-9191-fe421d057df1,2020-02-26 00:00:00.000
240,2176 Apollo Way,,Everett,79,98201,<memory at 0x0000022A98DD0AC0>,1dccf2c8-b08d-42c1-836f-c1ee9ccfff6f,2018-12-29 00:00:00.000
241,1962 Cotton Ct.,,Everett,79,98201,<memory at 0x0000022A98DD0B80>,478aa4fd-3c98-4c71-88a1-7a6b4164c6fa,2019-12-02 00:00:00.000
242,1362 Somerset Place,,Everett,79,98201,<memory at 0x0000022A98DD0C40>,ce971ec5-a2e1-43e2-ac74-97f5bb1d8679,2020-02-17 00:00:00.000
243,3238 Laguna Circle,,Everett,79,98201,<memory at 0x0000022A98DD0D00>,0bd3bd41-0b6e-46f1-8cbf-978552ee8e77,2020-01-11 00:00:00.000
244,3665 Oak Creek Ct.,,Everett,79,98201,<memory at 0x0000022A98DD0DC0>,683ff6c4-ee9f-4a7c-b80b-c6e1a60891e4,2020-02-24 00:00:00.000
245,7640 First Ave.,,Everett,79,98201,<memory at 0x0000022A98DD0E80>,5fd72a8b-9d97-4309-bdf0-cd7a7bb02bb8,2019-12-11 00:00:00.000
246,6629 Polson Circle,,Everett,79,98201,<memory at 0x0000022A98DD0F40>,4f964a2e-3ab9-4c66-9d8c-65c7c3479cf8,2020-02-15 00:00:00.000
247,2294 West 39th St.,,Everett,79,98201,<memory at 0x0000022A98DD1000>,369ef5bb-af9d-4493-99b5-b9a1ac61e985,2020-02-24 00:00:00.000
248,1400 Gate Drive,,Newport Hills,79,98006,<memory at 0x0000022A98DD10C0>,20f99909-adf9-4500-a697-1b6dfe3881e9,2020-02-01 00:00:00.000
249,4350 Minute Dr.,,Newport Hills,79,98006,<memory at 0x0000022A98DD1180>,a120e049-aeca-4a01-8f05-b36301016b7c,2020-01-07 00:00:00.000
250,9297 Kenston Dr.,,Newport Hills,79,98006,<memory at 0x0000022A98DD1240>,2ed694b4-9069-4daf-95eb-ab1c7b969a80,2019-12-05 00:00:00.000
251,8967 Hamilton Ave.,,Newport Hills,79,98006,<memory at 0x0000022A98DD1300>,f2ef65aa-28b6-4b04-853d-d50f4dc62ec2,2020-01-05 00:00:00.000
252,9687 Shakespeare Drive,,Newport Hills,79,98006,<memory at 0x0000022A98DD13C0>,8ca15be4-c0b3-4a92-aed3-b65b9b1fad92,2019-12-18 00:00:00.000
253,1397 Paradise Ct.,,Newport Hills,79,98006,<memory at 0x0000022A98DD1480>,ba60c467-f3e4-4202-8b43-dbf9c81b6420,2020-01-17 00:00:00.000
254,3030 Blackburn Ct.,,Newport Hills,79,98006,<memory at 0x0000022A98DD1540>,004f9226-e61f-4eef-bbad-8276b1be3562,2019-12-25 00:00:00.000
255,7469 Paradise Ct.,,Newport Hills,79,98006,<memory at 0x0000022A98DD1600>,6d421aa1-a9fb-4799-9058-28272e6af110,2025-03-01 00:00:00.000
256,9605 Pheasant Circle,,Gold Bar,79,98251,<memory at 0x0000022A98DD16C0>,a0bc68db-f094-4066-b3b7-9b65128371b9,2020-01-23 00:00:00.000
257,2425 Notre Dame Ave,,Gold Bar,79,98251,<memory at 0x0000022A98DD1780>,446344a5-9afe-4597-bfee-b0e597d8f5e5,2021-01-19 00:00:00.000
258,8036 Summit View Dr.,,Gold Bar,79,98251,<memory at 0x0000022A98DD1840>,55ac181f-dbbc-49b1-bbdc-26bf67c13b69,2019-12-07 00:00:00.000
259,213 Stonewood Drive,,Gold Bar,79,98251,<memory at 0x0000022A98DD1900>,8faee71d-bb98-46d2-a47a-112b30513e21,2020-02-18 00:00:00.000
260,3884 Beauty Street,# 14,Gold Bar,79,98251,<memory at 0x0000022A98DD19C0>,9f9d6796-675a-4619-8f37-eda885db931e,2020-02-04 00:00:00.000
261,1748 Bird Drive,,Index,79,98256,<memory at 0x0000022A98DD1A80>,fdd3e025-386a-4124-9002-d53d8984f261,2021-02-27 00:00:00.000
262,310 Winter Lane,,Index,79,98256,<memory at 0x0000022A98DD1B40>,e619e04d-544e-4675-8ddb-db282bb01238,2019-12-30 00:00:00.000
263,3514 Sunshine,,Index,79,98256,<memory at 0x0000022A98DD1C00>,09051ab3-eb32-4551-981d-29f7b311587d,2021-02-08 00:00:00.000
264,1245 Clay Road,,Index,79,98256,<memory at 0x0000022A98DD1CC0>,ab87f9e7-412b-486c-863f-3a237f1adff9,2020-02-29 00:00:00.000
265,3127 El Camino Drive,,Index,79,98256,<memory at 0x0000022A98DD1D80>,2a9be420-6d00-4ce8-bbe4-00a73b78a587,2020-02-02 00:00:00.000
266,7691 Benedict Ct.,# 141,Issaquah,79,98027,<memory at 0x0000022A98DD1E40>,980f8c50-ddc1-414c-9230-4f0ceca16db3,2020-01-30 00:00:00.000
267,1144 Paradise Ct.,,Issaquah,79,98027,<memory at 0x0000022A98DD1F00>,e315154c-70d1-44ef-b123-0a85c6be3246,2020-01-10 00:00:00.000
268,7435 Ricardo,,Issaquah,79,98027,<memory at 0x0000022A98DD1FC0>,8c29a5e8-62d1-4437-8df5-eb221442164c,2020-01-28 00:00:00.000
269,9530 Vine Lane,,Issaquah,79,98027,<memory at 0x0000022A98DD2080>,c8156f7e-005e-42f4-b4b8-bc0ab784e9bf,2020-02-16 00:00:00.000
270,6580 Poor Ridge Court,,Issaquah,79,98027,<memory at 0x0000022A98DD2140>,7ab40626-3d83-4073-a8fc-e82d788ec400,2019-11-27 00:00:00.000
271,5979 El Pueblo,,Issaquah,79,98027,<memory at 0x0000022A98DD2200>,f1fa084f-ae3e-41b9-af15-c5eba80e8325,2019-12-16 00:00:00.000
272,1921 Ranch Road,,Issaquah,79,98027,<memory at 0x0000022A98DD22C0>,c87b38f6-a249-4c3b-a507-1306bde99b1d,2020-01-04 00:00:00.000
273,3848 East 39th Street,,Issaquah,79,98027,<memory at 0x0000022A98DD2380>,e7cbe0c1-996e-47fe-8a48-e6b003d1e5f7,2020-01-27 00:00:00.000
274,5256 Chickpea Ct.,,Issaquah,79,98027,<memory at 0x0000022A98DD2440>,ca7ee010-ddf2-47cb-8abd-bb56b956e79a,2020-02-09 00:00:00.000
275,989 Crown Ct,,Issaquah,79,98027,<memory at 0x0000022A98DD2500>,8a882a09-430e-4d6d-878c-ec281147ebe4,2020-02-27 00:00:00.000
276,3333 Madhatter Circle,,Issaquah,79,98027,<memory at 0x0000022A98DD25C0>,4d1b4626-e935-49dd-8a9c-a73a8d06101a,2019-12-09 00:00:00.000
277,342 San Simeon,,Issaquah,79,98027,<memory at 0x0000022A98DD2680>,a1a8f159-2953-4a4e-896d-c0511fe0bb01,2019-12-28 00:00:00.000
278,9314 Icicle Way,,Issaquah,79,98027,<memory at 0x0000022A98DD2740>,cc95a37b-31a6-4c3e-9e84-c806e16b10ab,2020-01-15 00:00:00.000
279,7772 Golden Meadow,,Issaquah,79,98027,<memory at 0x0000022A98DD2800>,3a217c61-aa3c-4d7f-8ccb-0d9ac4dd2691,2022-02-07 00:00:00.000
280,8585 Los Gatos Ct.,,Issaquah,79,98027,<memory at 0x0000022A98DD28C0>,3d6bdbc8-b41e-4456-a5ae-bc2e1adff557,2020-01-08 00:00:00.000
281,7985 Center Street,,Renton,79,98055,<memory at 0x0000022A98DD2980>,3e779d84-0a84-4ba3-b62e-b3de594481a3,2019-12-21 00:00:00.000
282,5980 Icicle Circle,Unit H,Renton,79,98055,<memory at 0x0000022A98DD2A40>,f32eb450-1220-461a-9cc5-3366ed213517,2021-01-15 00:00:00.000
283,1378 String Dr,,Renton,79,98055,<memory at 0x0000022A98DD2B00>,0f36c3ca-e736-4bce-ba20-9f0aff19e850,2021-01-19 00:00:00.000
284,9495 Limewood Place,,Renton,79,98055,<memory at 0x0000022A98DD2BC0>,e9f9e451-8e14-4403-a628-bd05a6fe11cd,2020-02-21 00:00:00.000
285,2598 Breck Court,,Renton,79,98055,<memory at 0x0000022A98DD2C80>,5c9aa419-ad00-4031-974d-077f13101ab3,2020-11-24 00:00:00.000
286,5670 Bel Air Dr.,,Renton,79,98055,<memory at 0x0000022A98DD2D40>,74e8bf7f-4d0e-43ab-8937-81944dd8bd4e,2024-12-15 00:00:00.000
287,7165 Brock Lane,,Renton,79,98055,<memory at 0x0000022A98DD2E00>,e6873ef7-439c-4285-a911-85c9dff752b4,2022-01-10 00:00:00.000
288,2736 Scramble Rd,,Renton,79,98055,<memory at 0x0000022A98DD2EC0>,736df003-f793-4ae5-ba30-dc75c59aa51b,2019-11-30 00:00:00.000
289,2266 Greenwood Circle,,Renton,79,98055,<memory at 0x0000022A98DD2F80>,e26fac51-2b7a-4d66-926b-419622c3ce0d,2021-02-25 00:00:00.000
290,5297 Algiers Drive,,Renton,79,98055,<memory at 0x0000022A98DD3040>,8d5152a1-c841-4b1a-8b1e-5df6968ce4a3,2025-05-26 00:00:00.000
291,9533 Working Drive,,Renton,79,98055,<memory at 0x0000022A98DD3100>,68cf4292-6615-498d-ab04-cab6bdf279b3,2020-12-13 00:00:00.000
292,1803 Olive Hill,,Renton,79,98055,<memory at 0x0000022A98DD31C0>,32be31c0-1174-4353-abdf-eed36445bc9d,2020-01-26 00:00:00.000
293,7559 Worth Ct.,,Renton,79,98055,<memory at 0x0000022A98DD3280>,f9e3e4d2-d3b9-465a-b91a-9656ed0f98ab,2019-01-23 00:00:00.000
294,3770 Viewpoint Ct,,Renton,79,98055,<memory at 0x0000022A98DD3340>,03a588db-f934-434b-ba4d-f8a525e41eb3,2024-08-03 00:00:00.000
295,6510 Hacienda Drive,,Renton,79,98055,<memory at 0x0000022A98DD3400>,50c82d57-9603-4520-a57f-b4a15ea3c7b4,2021-12-22 00:00:00.000
296,6937 E. 42nd Street,,Renton,79,98055,<memory at 0x0000022A98DD34C0>,a3f0fae3-cc62-4bd2-94af-772932e73a26,2020-01-24 00:00:00.000
297,7943 Walnut Ave,,Renton,79,98055,<memory at 0x0000022A98DD3580>,52410da4-2778-4b1d-a599-95746625ce6d,2023-06-30 00:00:00.000
298,2176 Brown Street,,Renton,79,98055,<memory at 0x0000022A98DD3640>,d3eeda71-936e-4bcb-8bc6-0039c6bba849,2020-02-19 00:00:00.000
299,4312 Cambridge Drive,,Renton,79,98055,<memory at 0x0000022A98DD3700>,3aa8ed20-e86f-48c6-b033-e3b8e32d2eb3,2020-01-13 00:00:00.000
300,5009 Orange Street,,Renton,79,98055,<memory at 0x0000022A98DD37C0>,85710ccd-79e2-4667-a36a-6c808bc59a18,2023-04-09 00:00:00.000
301,4405 Balboa Court,,Santa Cruz,9,95062,<memory at 0x0000022A98DD3880>,4334bcda-3f16-4576-ad9a-8a01871518f5,2022-04-24 00:00:00.000
302,7995 Edwards Ave.,,Lynnwood,79,98036,<memory at 0x0000022A98DD3940>,98486715-ff2e-4e76-9ac7-dff3fca41691,2022-04-24 00:00:00.000
303,4659 Montoya,,Altadena,9,91001,<memory at 0x0000022A98DD3A00>,293da436-24c4-49a2-892e-de18df7612df,2022-04-24 00:00:00.000
304,1667 Warren Street,,West Covina,9,91791,<memory at 0x0000022A98DD3AC0>,ce39ee50-e632-4996-9b7f-314fc82e7c05,2022-04-24 00:00:00.000
305,7179 Montana,,Torrance,9,90505,<memory at 0x0000022A98DD3B80>,36c666a9-afef-42be-a4ee-ef8002677f1f,2022-05-08 00:00:00.000
306,9 Guadalupe Dr.,,Burbank,9,91502,<memory at 0x0000022A98DD3C40>,01ce5956-15fd-4243-896e-9c61637dd27c,2022-05-08 00:00:00.000
307,50 Big Canyon Road,,Lebanon,58,97355,<memory at 0x0000022A98DD3D00>,54a28138-aadc-46b3-b866-1c3a0d0a6147,2022-05-08 00:00:00.000
308,65 Park Glen Court,,Port Orchard,79,98366,<memory at 0x0000022A98DD3DC0>,2fe2d15c-af6f-4c42-ab8d-b718eabcc889,2022-05-08 00:00:00.000
309,28 San Marino Ct.,,Bellingham,79,98225,<memory at 0x0000022A98DD3E80>,a9cbe446-82ed-476b-8991-027c7167f9c6,2022-12-22 00:00:00.000
310,2472 Alexander Place,,West Covina,23,83301,<memory at 0x0000022A98DD3F40>,482a0800-62f7-4f19-966d-db43140ca308,2022-12-22 00:00:00.000
311,9830 May Way,,Mill Valley,40,59715,<memory at 0x0000022A98DC0040>,26f279a4-0f7c-446d-8488-8f14b8bcd1b2,2022-12-22 00:00:00.000
312,1286 Cincerto Circle,,Lake Oswego,58,97034,<memory at 0x0000022A98DC0100>,87b54fff-aae5-4a50-9b05-7d51a8916c5a,2022-12-22 00:00:00.000
313,2141 Delaware Ct.,,Downey,72,37501,<memory at 0x0000022A98DC01C0>,87cd888d-4b41-42d2-b172-1f0e51ee9428,2022-12-22 00:00:00.000
314,218 Fall Creek Road,,West Covina,9,91791,<memory at 0x0000022A98DC0280>,a0e6b964-00f2-4086-83d4-42c6f06d0fa4,2022-12-22 00:00:00.000
315,5807 Churchill Dr.,,Corvallis,58,97330,<memory at 0x0000022A98DC0340>,9de9e224-f974-4319-880b-d2ea6a99be28,2022-12-22 00:00:00.000
316,6061 St. Paul Way,,Everett,40,98201,<memory at 0x0000022A98DC0400>,297d0f3e-701d-44e1-b524-df07a9fc4470,2022-12-22 00:00:00.000
317,628 Muir Road,,Los Angeles,9,90012,<memory at 0x0000022A98DC04C0>,cde833ab-2f67-44ad-9808-a746cb857147,2022-12-23 00:00:00.000
318,2313 B Southampton Rd,,Missoula,40,59801,<memory at 0x0000022A98DC0580>,04cb8657-ab4a-4ae3-966a-e69d0eee743e,2022-12-23 00:00:00.000
319,137 Lancelot Dr,,Phoenix,6,85004,<memory at 0x0000022A98DC0640>,cead54d8-d6b8-4261-8ca1-9cc3599903d1,2023-01-24 00:00:00.000
320,3 Gehringer Drive,,Daly City,9,94015,<memory at 0x0000022A98DC0700>,d792d26a-df82-4ef1-acea-3811b1f0396c,2022-12-23 00:00:00.000
321,15 Pear Dr.,,Newport Beach,9,92625,<memory at 0x0000022A98DC07C0>,6cb92106-0de3-404c-80b4-f612942e27e4,2022-12-23 00:00:00.000
322,1 Mt. Dell Drive,,Portland,58,97205,<memory at 0x0000022A98DC0880>,50f4b496-0610-48bd-b905-2874f13f0b4e,2022-12-23 00:00:00.000
323,7651 Smiling Tree Court,Space 55,Los Angeles,9,90012,<memory at 0x0000022A98DC0940>,2ddf992e-b883-4476-956a-ef44ae9f020c,2022-12-23 00:00:00.000
324,50 Via Del Sol,,Lynnwood,79,98036,<memory at 0x0000022A98DC0A00>,89e1d63e-3921-48cc-a913-5fe25083e72e,2022-12-23 00:00:00.000
325,9491 Toyon Dr,,Dallas,73,75201,<memory at 0x0000022A98DC0AC0>,567e6863-fcff-47a8-9913-ef8bf3e38932,2022-12-23 00:00:00.000
326,4151 Olivera,,Atlanta,17,30308,<memory at 0x0000022A98DC0B80>,7bd71eeb-6e0e-4402-8bdc-44b8f47aa4c3,2022-12-23 00:00:00.000
